author,comment,case_folded_comment
@jonbakul,gass terus pak purbaya,gass terus pak purbaya
@wisnuAdimurti,"SEMOGA PAK PURBAYA KUAT MENTALNYA.
IMANNYA ISLAM TULEN SEMOGA BELIAU SUKSES MEREFORRMASI PEJABAT PERTAMINA YG MANAHUN KORUPNYA DARI JAMAN 70 AN HINGGAH SAAT INI","semoga pak purbaya kuat mentalnya.
imannya islam tulen semoga beliau sukses mereforrmasi pejabat pertamina yg manahun korupnya dari jaman 70 an hinggah saat ini"
@mediaconfuse,Pak prabowo harus kasih keamanan khusus buat pak purbaya. Seruju gak ghaaezzz...,pak prabowo harus kasih keamanan khusus buat pak purbaya. seruju gak ghaaezzz...
@JonIon-n4z,Itulah bobroknya yg mentalnya hanya koropsi.,itulah bobroknya yg mentalnya hanya koropsi.
@achmadhidayat5365,"Ya Allah
Negeri ini terlalu banyak MAFIA 😢","ya allah
negeri ini terlalu banyak mafia 😢"
@adipamungkas2455,Pembohong tdk akan pernah sembuh....kejujuran karakter yg tercipta sejak lahir,pembohong tdk akan pernah sembuh....kejujuran karakter yg tercipta sejak lahir
@mwpucreator2358,mulai manusia2 jahat mulai panas dan bermunculan di permukaan kaaaan .. wkwk,mulai manusia2 jahat mulai panas dan bermunculan di permukaan kaaaan .. wkwk
@barunteu2993,Over capacity hampir setiap tahun ada antrian panjang pembelian bahkan kosong di Sumatera,over capacity hampir setiap tahun ada antrian panjang pembelian bahkan kosong di sumatera
@falahyudhahanafi5507,"Koreksi, Plaju terletak di sumatera selatan","koreksi, plaju terletak di sumatera selatan"
@mahmudyahsa021,"Pak Prabowo nunggu timing untuk pecat Bahlil, sekarang dibiarin dulu biar nyanyi","pak prabowo nunggu timing untuk pecat bahlil, sekarang dibiarin dulu biar nyanyi"
@HeroHL,"solusinya, semua mobil yang baru diproduksi 2026, wajib hybrid/EV dengan konsumsi minimal dalam kota adalah 18km/L.
tidak boleh produksi mesin ICE murni di 2026.
pasti turun tuh penggunaan bbm se nasional dalam 5 tahun kedepan","solusinya, semua mobil yang baru diproduksi 2026, wajib hybrid/ev dengan konsumsi minimal dalam kota adalah 18km/l.
tidak boleh produksi mesin ice murni di 2026.
pasti turun tuh penggunaan bbm se nasional dalam 5 tahun kedepan"
@prasetyo-e2b,"Kalo gak impor mana bisa korupsi, kan harus beli beli biar bisa korupsu 

😂😂😂","kalo gak impor mana bisa korupsi, kan harus beli beli biar bisa korupsu 

😂😂😂"
@dwiwidiyani734,Dukung pak pur,dukung pak pur
@MbahNarno-t6r,"Mafia migas selalu banyak alasan,,,KLO bangun kilang  ya GK dapat untung,,,ada tuh yg desas desus nya mau di angkat jadi ketua KPK....😂😂😂","mafia migas selalu banyak alasan,,,klo bangun kilang  ya gk dapat untung,,,ada tuh yg desas desus nya mau di angkat jadi ketua kpk....😂😂😂"
@JokoWiliyantoni,"Sesama menteri saling bentrok,saling adu kuat, gimana ceritanya mau membangun negeri,yg ada cuma mau nunjukin kalok ""aku"" adalah matahari di negara ini😏","sesama menteri saling bentrok,saling adu kuat, gimana ceritanya mau membangun negeri,yg ada cuma mau nunjukin kalok ""aku"" adalah matahari di negara ini😏"
@HadisAy-y2q,"Sangat MULIA Tujuan Pak PURBAYA,,, hAti2 pak, tetap jaga Kesehatan & Keselamatan! Lawan anda GEROMBOLAN MAFIA MIGAS yg didukung Kementerian ESDM & BUMN! Masyarakat lebih Percaya Pak PURBAYA","sangat mulia tujuan pak purbaya,,, hati2 pak, tetap jaga kesehatan & keselamatan! lawan anda gerombolan mafia migas yg didukung kementerian esdm & bumn! masyarakat lebih percaya pak purbaya"
@Jenghis_han,Seluruh rakyat Indonesia dukung purbaya,seluruh rakyat indonesia dukung purbaya
@yogfres,"Indonesia sebenarnya bisa kaya,kalau mau....","indonesia sebenarnya bisa kaya,kalau mau...."
@khalidjourney,"Ganti aja menteri Esdm itu, harusnya dia menerima kritik Menteri Keuangan Purbaya....saatnya kini all-president men. Bekas orang² presiden yg lama mohon tau diri laaah....","ganti aja menteri esdm itu, harusnya dia menerima kritik menteri keuangan purbaya....saatnya kini all-president men. bekas orang² presiden yg lama mohon tau diri laaah...."
@DevaAwalluddin,Terlalu banyak bagi2 kue pejabat Konoha ini,terlalu banyak bagi2 kue pejabat konoha ini
@jumiati-i5x,Mantap pak,mantap pak
@gsanjayago7676,"Ya jelas IMPORT lebih ""menguntungkan"" karena kan banyak celah buat KORUPSI ! 😝😝😝","ya jelas import lebih ""menguntungkan"" karena kan banyak celah buat korupsi ! 😝😝😝"
@IkaWulan-d8u,Penak impor trus no,penak impor trus no
@vitrinovita9788,"Wah pak Purbaya siap"" Nih bnyk yg benci d pemerintahan","wah pak purbaya siap"" nih bnyk yg benci d pemerintahan"
@AriSandi-j2b,Terbukti kan mereka semua bohong... Krn dgn impor mrk dpt amplop di kantongnya. Makaya itu budaya impor terus dilakukan,terbukti kan mereka semua bohong... krn dgn impor mrk dpt amplop di kantongnya. makaya itu budaya impor terus dilakukan
@SusiIswanti-ht9ox,kalau ada kilang baru tentu peluang korupsi melalui impor akan berkurang,kalau ada kilang baru tentu peluang korupsi melalui impor akan berkurang
@WigungAshika,Bahlul oooo bahlul... 😂😂😂 Gk pake logika dia nya😂😂😂😂,bahlul oooo bahlul... 😂😂😂 gk pake logika dia nya😂😂😂😂
@Ahmadole_Hobby,Purbaya garis kerasaaas,purbaya garis kerasaaas
@DadangRahmat-il1cp,Pak Bahlil laporan nya abs,pak bahlil laporan nya abs
@AliBasah-j9j,"❤PRESIDEN PRABOWO❤P PURBAYA❤MERAH PUTIH....trs bersatu.trs berjuang,..musnahkan koruptor","❤presiden prabowo❤p purbaya❤merah putih....trs bersatu.trs berjuang,..musnahkan koruptor"
@chandragiriwangsa,"Yg ngomong si bahlil ya klo org yg normal, logikanya msh jalan ya nggak akan percaya.. klo over capacity knp msh ada kelangkaan bbm..? Knp msh ada impor bbm..?","yg ngomong si bahlil ya klo org yg normal, logikanya msh jalan ya nggak akan percaya.. klo over capacity knp msh ada kelangkaan bbm..? knp msh ada impor bbm..?"
@KoreinLife,Tinggal bangun.. 20 kilang lagi.. cukup seindonesia..,tinggal bangun.. 20 kilang lagi.. cukup seindonesia..
@faishalpelipurlara1282,Kelihatan syapa yg bener kerja buat rakyat dan yg kerja buat mafia,kelihatan syapa yg bener kerja buat rakyat dan yg kerja buat mafia
@edn7865,"Ini org paham persoalan tidak ya, kalau over capacity ya harusnya export bbm donk. Aneh ganti saja namanya jadi Bahlul.","ini org paham persoalan tidak ya, kalau over capacity ya harusnya export bbm donk. aneh ganti saja namanya jadi bahlul."
@arwah1design308,"kapasitas kilang 1.06 jt barel perhari, sedangkan kebutuhan harian 1.6 jt barel perhari, 
mungkin yang dimaksud overkapasitas produksi itu kemampuan kita sudah maksimal sesuai ukuran kilang bukan sesuai kebutuhan, (paling ngelesnya seperti itu).","kapasitas kilang 1.06 jt barel perhari, sedangkan kebutuhan harian 1.6 jt barel perhari, 
mungkin yang dimaksud overkapasitas produksi itu kemampuan kita sudah maksimal sesuai ukuran kilang bukan sesuai kebutuhan, (paling ngelesnya seperti itu)."
@mr.febrian9248,Saya lebih percaya Bahlil drpd purbaya belum survey udah bilang Pertamina malas bikin kilang,saya lebih percaya bahlil drpd purbaya belum survey udah bilang pertamina malas bikin kilang
@Afrizal-uc3xe,Over kapasitas kok impor BBM tapi nggak aneh kalau impor itu ada komisinya bangun kilang komisinya hilang  nggak bisa numpuk kekayaan lagi.,over kapasitas kok impor bbm tapi nggak aneh kalau impor itu ada komisinya bangun kilang komisinya hilang  nggak bisa numpuk kekayaan lagi.
@SmallMoves_BigBelief,"Pak purabaya bener-bener kerja, ga kayak yang udah-udah","pak purabaya bener-bener kerja, ga kayak yang udah-udah"
@byuciapusbyu,Alasannya Tau kan... Korupsii... Markup.. mafiaaa,alasannya tau kan... korupsii... markup.. mafiaaa
@nanamanteman9928,"Orang orang pintar dan berani maju bersama tuk mmbasmi tikus"" yg tak pernah knyang masa kalah sama kepintaran'a ...jgn mw kalah ..","orang orang pintar dan berani maju bersama tuk mmbasmi tikus"" yg tak pernah knyang masa kalah sama kepintaran'a ...jgn mw kalah .."
@BeastOfNoNati0n,"jabatan kalau beli gini ini, ga sinkron sama logika sehat. Belum sampe ilmu ny😅","jabatan kalau beli gini ini, ga sinkron sama logika sehat. belum sampe ilmu ny😅"
@ImamMuhtarom-o1s,Mikir nya enak import dapat komisi pejabat nya,mikir nya enak import dapat komisi pejabat nya
@nazwashaqifachannel1231,Kalau kilang nambah MAFIA impor rugi lah ga bisa dapat cuan KORUPSI nya😅 emang bobrok sih para direksi nya percuma gaji milyaran tapi kualitas otak nya jongkok😅,kalau kilang nambah mafia impor rugi lah ga bisa dapat cuan korupsi nya😅 emang bobrok sih para direksi nya percuma gaji milyaran tapi kualitas otak nya jongkok😅
@Indra-f2n3l,Berantas habis sampai ke akar-akar nya mafia migas 😂,berantas habis sampai ke akar-akar nya mafia migas 😂
@b1l4lUl3l0,KLO over capacity hrs nya harga BBM turun bukan naik dan ga bakal impor dr luar ...🤣🤣🤣🤣,klo over capacity hrs nya harga bbm turun bukan naik dan ga bakal impor dr luar ...🤣🤣🤣🤣
@hzaenalabidinarif8728,"Bahlil itu tidak layak jadi menteri. 
Bahlil itu meneteri Banyak omong omong kerja ndak ada hasil","bahlil itu tidak layak jadi menteri. 
bahlil itu meneteri banyak omong omong kerja ndak ada hasil"
@andiamrilhas195,"Pak purbaya harap hati² dgn bahlil dab LBP soal bbm, makanya srimulyani ĥanya nurut dgn mereka korupsinya merajalela termasuk tambang  R4","pak purbaya harap hati² dgn bahlil dab lbp soal bbm, makanya srimulyani ĥanya nurut dgn mereka korupsinya merajalela termasuk tambang  r4"
@AriYadi-i2v,yg harus dilakukan itu menaikan lifting minyak mentah dgn cara menemukan cadangan migas baru untuk dieksplorasi bukan perbanyak kilang.,yg harus dilakukan itu menaikan lifting minyak mentah dgn cara menemukan cadangan migas baru untuk dieksplorasi bukan perbanyak kilang.
@YayanYayan-id8ws,Ttd kontrak politik jadi tidak bisa di usik manusa itu !!! 😈,ttd kontrak politik jadi tidak bisa di usik manusa itu !!! 😈
@dawikem3933,"gokil pak menkeu.....
gaaasssss","gokil pak menkeu.....
gaaasssss"
@IkaWulan-d8u,Penak impor trus no,penak impor trus no
@IkaWulan-d8u,Penak impor trus no,penak impor trus no
@IkaWulan-d8u,Penak impor trus no,penak impor trus no
@embong934,"kalau kita urus pertamina dengan baik seharusnya untuk komsumsi dalam negeri saja sudah sangat-sangat memadai, cuma masalahnya para JONGOS ini sangat senang korupsi ke oligarki  rakuz sadiz bengiz kejam","kalau kita urus pertamina dengan baik seharusnya untuk komsumsi dalam negeri saja sudah sangat-sangat memadai, cuma masalahnya para jongos ini sangat senang korupsi ke oligarki  rakuz sadiz bengiz kejam"
@bangB10,Mari turun ke MPR untuk turunkan menteri esdm.. ga jelas itu,mari turun ke mpr untuk turunkan menteri esdm.. ga jelas itu
@EdyHus,"Gmna mau bangun, uangnya untuk perkaya diri😢😢😢","gmna mau bangun, uangnya untuk perkaya diri😢😢😢"
@restobandeng,"Over capacity tp malah impor dan rugi pula...
Bahlul....bahlul","over capacity tp malah impor dan rugi pula...
bahlul....bahlul"
@Baturaja17,"Alasan aja biar bisa ekspor mentah 
Ngapain beli jadi klo mentahan bisa di olah buat kilang terbesar di asia kan amana gak perlu lagi impor bbm
Bilang saja gak dapat fee llagi klo gak impor","alasan aja biar bisa ekspor mentah 
ngapain beli jadi klo mentahan bisa di olah buat kilang terbesar di asia kan amana gak perlu lagi impor bbm
bilang saja gak dapat fee llagi klo gak impor"
@aryatejasukmaya1771,"hasilnya kilang banyak, tp di jual murah keluar, dibeli lagi dengan harga mahal oleh mafia","hasilnya kilang banyak, tp di jual murah keluar, dibeli lagi dengan harga mahal oleh mafia"
@dantemuhammaddjorghi,"Purbaya bicara dengan data
Sedangkan bahlil dibalik bicaranya ada udang dibalik batu !","purbaya bicara dengan data
sedangkan bahlil dibalik bicaranya ada udang dibalik batu !"
@Ucuuupsalllah234,"Yg kayak gini ni curiga devide et empera, padahal dibelakan berpelukan kayak teletubies tak terpisahkan....dasar drando drando","yg kayak gini ni curiga devide et empera, padahal dibelakan berpelukan kayak teletubies tak terpisahkan....dasar drando drando"
@KinanKinan-s7h,Indonesia adalah negara yg besar dan kaya dengan sumber daya alamnya termasuk minyak buminya...kenapa hanya punya 6 unit kilang minyak pertamina Internsionl 🤔...?¿?,indonesia adalah negara yg besar dan kaya dengan sumber daya alamnya termasuk minyak buminya...kenapa hanya punya 6 unit kilang minyak pertamina internsionl 🤔...?¿?
@rezafauzia4069,Maju terus pak  bongkar rakyat mendukung  memang malas  bener jadi mentri  cumen ngendok di meja,maju terus pak  bongkar rakyat mendukung  memang malas  bener jadi mentri  cumen ngendok di meja
@tonmartono7691,Bravo pak Purbaya !!!!,bravo pak purbaya !!!!
@yosafat5758,Udah tau kurng bukannya bangun malah impor trus,udah tau kurng bukannya bangun malah impor trus
@Sulaeman43,Pak purbaya mantap,pak purbaya mantap
@yudiansyah4535,Rakyat indonesia msh mudah kegocek sama ketua partai,rakyat indonesia msh mudah kegocek sama ketua partai
@Moedaberkelana,Bahlul kayanya harus kena jarah juga rumah nya ini biar kapok,bahlul kayanya harus kena jarah juga rumah nya ini biar kapok
@ahmadbursyah5345,Yang namanya impor itu tak mungkin lbh menguntungkan snak kecil saja bisa jawab pertanyaan2 yg tdk perlu dijawab,yang namanya impor itu tak mungkin lbh menguntungkan snak kecil saja bisa jawab pertanyaan2 yg tdk perlu dijawab
@MalkahZuhdi,Kalo otak ngga sanggup pak Bahlil. Ngurus energi turun sudah alias mundur ..,kalo otak ngga sanggup pak bahlil. ngurus energi turun sudah alias mundur ..
@ekosyamsuharlin7526,"Klo ada Kilang baru, kan jatah Impor menurun...","klo ada kilang baru, kan jatah impor menurun..."
@jokosidorejo7027,"Bahlil itu khan pejabat dengan latar belakang politisi. Jamaknya, politisi itu boleh bohong tapi ga boleh salah.
 Kebalikan Purbaya, pejabat dh latar belakang akademisi. Akademisi itu boleh salah tapi ga boleh bohong","bahlil itu khan pejabat dengan latar belakang politisi. jamaknya, politisi itu boleh bohong tapi ga boleh salah.
 kebalikan purbaya, pejabat dh latar belakang akademisi. akademisi itu boleh salah tapi ga boleh bohong"
@yonkarnowibowo-q1b,Yg ga kompeten seharusnya sdh direshufffle,yg ga kompeten seharusnya sdh direshufffle
@masalikarya6610,"Tambah etanol 10 persen, berarti mengurangi volume bbm. Over kapasitas knp volume bbm'y dikurangi","tambah etanol 10 persen, berarti mengurangi volume bbm. over kapasitas knp volume bbm'y dikurangi"
@masdedh5375,"Ayoo pak Purbaya Brantas mafia minyak , rakyat mendukung mu pak","ayoo pak purbaya brantas mafia minyak , rakyat mendukung mu pak"
@ramdhaniputramahesa1517,klo lokasi jangan d tanya msh banyak tanah yg kosong asal ad ganti rugi ya,klo lokasi jangan d tanya msh banyak tanah yg kosong asal ad ganti rugi ya
@clfnvra,"All In Pak Purbaya,Sikat tuh Jin Uganda","all in pak purbaya,sikat tuh jin uganda"
@DumasAlex,"Dasar koplak !
Bilang over kapacity tapi dari impor","dasar koplak !
bilang over kapacity tapi dari impor"
@AntBgs_5,Mereka gak mau nambah kilang krna bisa korupsi dengan jasa angkutnya 😂,mereka gak mau nambah kilang krna bisa korupsi dengan jasa angkutnya 😂
@HKPROJECT-88,"Aceh punya PERTA ARUN GAS, apakah bisa dijadikan kilang minyak??? secara fasilitas sepertinya sudah ada, tinggal dikembangkan","aceh punya perta arun gas, apakah bisa dijadikan kilang minyak??? secara fasilitas sepertinya sudah ada, tinggal dikembangkan"
@MohammadHamedy-sd5we,Diduga kekayaan Tambang kita dikuasai oleh oligarki & olehG()lkar,diduga kekayaan tambang kita dikuasai oleh oligarki & olehg()lkar
@bumantara8189,"Wah harus di usut nih , impor bbm keknya ada yang main (mungkin ada korupsi dibelakangnya)","wah harus di usut nih , impor bbm keknya ada yang main (mungkin ada korupsi dibelakangnya)"
@ezrafabian9651,Intinya impor minyak banyak cuannya yg bikin kaya mafia minyak...,intinya impor minyak banyak cuannya yg bikin kaya mafia minyak...
@Afandena-m2h,Lanjutkan pak Purbaya,lanjutkan pak purbaya
@sunadiharsono,"Semangat Pak Purbaya, Kepret terus pertamina dan menterinya","semangat pak purbaya, kepret terus pertamina dan menterinya"
@alifazka84,"Biar bisa impor minyak dari Singapura terus itu,,,, mafia","biar bisa impor minyak dari singapura terus itu,,,, mafia"
@iwanssetia1021,#pak presiden kami minta menteri yg cuma ngomong doang/ pinter ngomong doang mending di resufle aja (bahlil) agar tidak mengganggu pekerjaan bapak.terima kasih,#pak presiden kami minta menteri yg cuma ngomong doang/ pinter ngomong doang mending di resufle aja (bahlil) agar tidak mengganggu pekerjaan bapak.terima kasih
@prayogisumaryo9604,Bagai mana caranya gak import.... Itu..,bagai mana caranya gak import.... itu..
@Adorayn,Ini kemenkiu bakal jadi keren dan jadi bakal calon,ini kemenkiu bakal jadi keren dan jadi bakal calon
@and3eee,kalau impor kan selisih harga bisa bagi-bagi 🤣,kalau impor kan selisih harga bisa bagi-bagi 🤣
@phenktr,"Bakal jadi skandal terbesar kayaknya nih, bakal tembus tuadriliun nggak ya, secara yang timah aja sekitar 200 triliun.","bakal jadi skandal terbesar kayaknya nih, bakal tembus tuadriliun nggak ya, secara yang timah aja sekitar 200 triliun."
@albizebri5723,Banyak yg tidak beres itu di Pertamina.,banyak yg tidak beres itu di pertamina.
@PirlandKonar692,"YANG PALING SULIT ITU ADALAH MENCERDASKAN PARA TERNAK MULYONO NIPUNEGORO. 
TULGAK...??
👇🤪","yang paling sulit itu adalah mencerdaskan para ternak mulyono nipunegoro. 
tulgak...??
👇🤪"
@yoknanem,Koruptor terang2an zaman sekarang.......,koruptor terang2an zaman sekarang.......
@GinArgent,"Pertamina, PLN, PDAM dll kl sudah monopoli tapi rugi, biar dikelola swasta aja","pertamina, pln, pdam dll kl sudah monopoli tapi rugi, biar dikelola swasta aja"
@mithakia9515,"Klo kilang di tambah lg..berarti impor berkurang...terus kt dapat uang dari mana lg?
Ucap si mafia migas😅","klo kilang di tambah lg..berarti impor berkurang...terus kt dapat uang dari mana lg?
ucap si mafia migas😅"
