author,comment,clean_comment,normalized_comment
@Floosyna,"Fun fact klo impor per barrel under 50$, ak kaget si dia blgnya 10.000$ per barrel. klo gitu Pertamina ga bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10.000$ :)",fun fact klo impor per barrel under 50 ak kaget si dia blgnya 10 000 per barrel klo gitu pertamina ga bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10 000,fun fact klo impor per barrel under 50 ak kaget si dia blgnya 10 000 per barrel klo gitu pertamina tidak bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10 000
@zzz-ps3gs,Baru bangun tidur langsung halu😅,baru bangun tidur langsung halu,baru bangun tidur langsung halu
@wahyupirmansyah7322,"Ya Allah ini Bahlul kpn di copot sih, gas melon blunder, tambang, skrg BBM. Problematik bgt",ya allah ini bahlul kpn di copot sih gas melon blunder tambang skrg bbm problematik bgt,ya allah ini bahlul kpn di copot sih gas melon blunder tambang skrg bbm problematik banget
@taufiqrahman6224,Penasaran apakah DPR bisa sidang mempertemukan Bahlil dan Pak Purbaya di sidang dan dihadiri Pak Prabowo. Biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan,penasaran apakah dpr bisa sidang mempertemukan bahlil dan pak purbaya di sidang dan dihadiri pak prabowo biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan,penasaran apakah dpr bisa sidang mempertemukan bahlil dan pak purbaya di sidang dan dihadiri pak prabowo biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan
@MrxXride,"Ayo kita sama2 awasi setiap gerakan pejabat kita, akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang cuma bekerja untuk kepentingan perut mereka sendiri, tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri, ganyang skalian,😂😂",ayo kita sama2 awasi setiap gerakan pejabat kita akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang cuma bekerja untuk kepentingan perut mereka sendiri tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri ganyang skalian,ayo kita sama2 awasi setiap gerakan pejabat kita akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang hanya bekerja untuk kepentingan perut mereka sendiri tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri ganyang skalian
@syahruljailani9507,sya berharap ada mntri sekelas amran sulaiman di mentri esdm... beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dn mntri esdm juga harusnya bisa melakukan jalan yg sama,sya berharap ada mntri sekelas amran sulaiman di mentri esdm beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dn mntri esdm juga harusnya bisa melakukan jalan yg sama,sya berharap ada mntri sekelas amran sulaiman di mentri esdm beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dan mntri esdm juga harusnya bisa melakukan jalan yang sama
@agengrachmawan4404,Coba audit total sampai karyawan karyawannya pertamina.... gandeng kpk pasti ada yang kena,coba audit total sampai karyawan karyawannya pertamina gandeng kpk pasti ada yang kena,coba audit total sampai karyawan karyawannya pertamina gandeng kpk pasti ada yang kena
@panditdjimat3009,"Purbaya vs Bahlil
S3 Luar negeri dipaksa berhadapan dengan IPK 2 koma.",purbaya vs bahlil s3 luar negeri dipaksa berhadapan dengan ipk 2 koma,purbaya vs bahlil s3 luar negeri dipaksa berhadapan dengan ipk 2 koma
@yodhawillys,Tidak ada kemajuan. Tolong pak presiden. Negara ini butuh orang yang tepat dalam memimpin usaha milik negara.,tidak ada kemajuan tolong pak presiden negara ini butuh orang yang tepat dalam memimpin usaha milik negara,tidak ada kemajuan tolong pak presiden negara ini butuh orang yang tepat dalam memimpin usaha milik negara
@syahruljailani9507,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg berdekatan selama beberapa tahun terakhir... ini ni pelakunya mafia2 migas dan termasuk mafia impornya,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg berdekatan selama beberapa tahun terakhir ini ni pelakunya mafia2 migas dan termasuk mafia impornya,kalian sudah paham kan knpa harga bensin selalu naik dalam waktu yang berdekatan selama beberapa tahun terakhir ini ini pelakunya mafia2 migas dan termasuk mafia impornya
@panda-m8c,"Hanya karena dia ketum beringin, Presiden agak kesulitan. JIKA orang ini sampe diganti, KEREN SEKALI PRESIDENKU.",hanya karena dia ketum beringin presiden agak kesulitan jika orang ini sampe diganti keren sekali presidenku,hanya karena dia ketum beringin presiden agak kesulitan jika orang ini sampe diganti keren sekali presidenku
@ZikacowZika,"Kesimpulannya Bahlil tak mampu. Nah.. prabowo cari pengganti bahlil  dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat, sangat perlu mengganti Bahlil demi ketegasan dan ke majuan bangsa yng setuju like",kesimpulannya bahlil tak mampu nah prabowo cari pengganti bahlil dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat sangat perlu mengganti bahlil demi ketegasan dan ke majuan bangsa yng setuju like,kesimpulannya bahlil tak mampu nah prabowo cari pengganti bahlil dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat sangat perlu mengganti bahlil demi ketegasan dan ke majuan bangsa yang setuju like
@isiaisia4697,Org korupsi systemnya ya tdk masuk akal la.. makin dia koar2 makin cpt ditangkep sm KPK..busuk banget tuh Tikus Bahlil.. dia itu 2IC sih boss mafia..,org korupsi systemnya ya tdk masuk akal la makin dia koar2 makin cpt ditangkep sm kpk busuk banget tuh tikus bahlil dia itu 2ic sih boss mafia,org korupsi systemnya ya tdk masuk akal la makin dia koar2 makin cpt ditangkep sama kpk busuk banget tuh tikus bahlil dia itu 2ic sih boss mafia
@kid2557,"Impor adalah bisnis, ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa",impor adalah bisnis ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa,impor adalah bisnis ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa
@donnysnakepith,"Pantes korupsi trus..habis bagian yg menanggung jawab bagian migas ga pernah mau bangun kilang baru. Pantes antrian minyak langka trus di SPBU.
Abis luu pada di sikat abis ma pak Purbaya.",pantes korupsi trus habis bagian yg menanggung jawab bagian migas ga pernah mau bangun kilang baru pantes antrian minyak langka trus di spbu abis luu pada di sikat abis ma pak purbaya,pantes korupsi terus habis bagian yang menanggung jawab bagian migas tidak pernah mau bangun kilang baru pantes antrian minyak langka terus di spbu abis luu pada di sikat abis ma pak purbaya
@LumineMiller,Kalau impor kan cair banyak buat para pejabat busuk!,kalau impor kan cair banyak buat para pejabat busuk,kalau impor kan cair banyak buat para pejabat busuk
@myraa1654,Memang bermaksud body shaming khusus untuk kasus anda p esdm:please do judge a book by it's cover!,memang bermaksud body shaming khusus untuk kasus anda p esdm please do judge a book by it s cover,memang bermaksud body shaming khusus untuk kasus anda p esdm please do judge a book by it s cover
@calonilmuan1294,"Harga BBM Malaysia murah tapi Untung besar 
Harga BBM Indonesia mahal tapi merugi",harga bbm malaysia murah tapi untung besar harga bbm indonesia mahal tapi merugi,harga bbm malaysia murah tapi untung besar harga bbm indonesia mahal tapi merugi
@hansmusik8963,Dia sibuk ngerjain proyek untuk setoran ke partai kali...,dia sibuk ngerjain proyek untuk setoran ke partai kali,dia sibuk ngerjain proyek untuk setoran ke partai kali
@yogafarhat8026,"INDONESIA TIDAK BAKALAN MAJU KALAU MASIH DI ISI PENJABAT"" KORUP TIDAK DI TINDAK DENGAN BENAR",indonesia tidak bakalan maju kalau masih di isi penjabat korup tidak di tindak dengan benar,indonesia tidak bakalan maju kalau masih di isi penjabat korup tidak di tindak dengan benar
@hansmusik8963,"Presiden ga neken menterinya, tp Presiden pake Pak Purbaya untuk neken menteri-menteri nya supaya lebih lincah lagi.",presiden ga neken menterinya tp presiden pake pak purbaya untuk neken menteri menteri nya supaya lebih lincah lagi,presiden tidak neken menterinya tapi presiden pake pak purbaya untuk neken menteri menteri nya supaya lebih lincah lagi
@bcdefghijklmnoprstuvwxyz,Bukan hanya pak Purbaya yang tidak percaya tapi seluruh rakyat Indonesia lil Bahlil,bukan hanya pak purbaya yang tidak percaya tapi seluruh rakyat indonesia lil bahlil,bukan hanya pak purbaya yang tidak percaya tapi seluruh rakyat indonesia lil bahlil
@silvesterwisnu1865,up up semua harus tau.,up up semua harus tau,up up semua harus tau
@fajarfachturrachman2323,Percayalah beliau pak Purbaya pernah di Schlumber. Lah ladahilah? Kan basicnya apa? Ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos🎉,percayalah beliau pak purbaya pernah di schlumber lah ladahilah kan basicnya apa ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos,percayalah beliau pak purbaya pernah di schlumber lah ladahilah kan basicnya apa ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos
@rizkyalfarezy751,Rakyat lebih percaya Menkeu MURBAYA.,rakyat lebih percaya menkeu murbaya,rakyat lebih percaya menkeu murbaya
@edipurwanto4898,"Negara besar mimyak aja impor padahal kita minyak banyak,sumberdaya alam kota melimpah,Minyak,timah,emas,batu bara,gula,sawit & lainya 

Masa kalah sama Berunai darusalam",negara besar mimyak aja impor padahal kita minyak banyak sumberdaya alam kota melimpah minyak timah emas batu bara gula sawit lainya masa kalah sama berunai darusalam,negara besar mimyak saja impor padahal kita minyak banyak sumberdaya alam kota melimpah minyak timah emas batu bara gula sawit lainya masa kalah sama berunai darusalam
@Antonjore,"Bisnis import, kek yg di Priuk tuh",bisnis import kek yg di priuk tuh,bisnis import kek yang di priuk tuh
@sumi1910,Kita rakyat dukung pak purbaya supaya bikin kilang baru,kita rakyat dukung pak purbaya supaya bikin kilang baru,kita rakyat dukung pak purbaya supaya bikin kilang baru
@HanyaSebatas-k5s,"Penduduk Indonesia 280 juta jiwa,tidak ada yg lebih pintar seperti Mentri ESDM ya..??",penduduk indonesia 280 juta jiwa tidak ada yg lebih pintar seperti mentri esdm ya,penduduk indonesia 280 juta jiwa tidak ada yang lebih pintar seperti mentri esdm ya
@waginowongso9251,"Pertamina tidak mau bangun kilang minyak krn pembesar2,, mafia2,, penguasa gak bisa korupsi lagi.
Klo import minyak bisa korupsi....",pertamina tidak mau bangun kilang minyak krn pembesar2 mafia2 penguasa gak bisa korupsi lagi klo import minyak bisa korupsi,pertamina tidak mau bangun kilang minyak karena pembesar2 mafia2 penguasa gak bisa korupsi lagi klo import minyak bisa korupsi
@mohamadafrizal8355,"Intinya negara ini banyak mafianya, males sya aslinya liat brita tentang masalah negara, dibahas bahas mulu tapi  pnyelesaian gak ada, kita rakyat gak punya yg gak punya wewenang hanya bisa geram, bgitu bobroknya pejabat2 di negara ini",intinya negara ini banyak mafianya males sya aslinya liat brita tentang masalah negara dibahas bahas mulu tapi pnyelesaian gak ada kita rakyat gak punya yg gak punya wewenang hanya bisa geram bgitu bobroknya pejabat2 di negara ini,intinya negara ini banyak mafianya males sya aslinya liat brita tentang masalah negara dibahas bahas mulu tapi pnyelesaian gak ada kita rakyat gak punya yang gak punya wewenang hanya bisa geram bgitu bobroknya pejabat2 di negara ini
@Kasan-Family,"di jawa antri itu minyak bbm. 
udah harganya naik, antri kayak ular pula",di jawa antri itu minyak bbm udah harganya naik antri kayak ular pula,di jawa antri itu minyak bbm sudah harganya naik antri kayak ular pula
@ichsantaka422,Gassfull pak Menkeu...rakyat Indonesia bersama anda pak❤❤,gassfull pak menkeu rakyat indonesia bersama anda pak,gassfull pak menkeu rakyat indonesia bersama anda pak
@LamYutube,"Perlu di ganti ini, cari orang yang bisa memajukan pertamina, pertamina maju, minyak murah maka sumber energi murah maka rakyat sejahtera.",perlu di ganti ini cari orang yang bisa memajukan pertamina pertamina maju minyak murah maka sumber energi murah maka rakyat sejahtera,perlu di ganti ini cari orang yang bisa memajukan pertamina pertamina maju minyak murah maka sumber energi murah maka rakyat sejahtera
@MbahGayeng,"Nunggu yg kemaren komen ""OMON OMON""",nunggu yg kemaren komen omon omon,nunggu yang kemaren komen omon omon
@ReturnStr,"yang satu lulusan itb, yang satunya lulusan kampus yang di google pun tidak ada. silahkan dipilih mana yang lebih bisa dipercaya",yang satu lulusan itb yang satunya lulusan kampus yang di google pun tidak ada silahkan dipilih mana yang lebih bisa dipercaya,yang satu lulusan itb yang satunya lulusan kampus yang di google pun tidak ada silahkan dipilih mana yang lebih bisa dipercaya
@omarkiastore3933,Lebih percays ke pak Purbaya daripada bahlul😂,lebih percays ke pak purbaya daripada bahlul,lebih percays ke pak purbaya daripada bahlul
@mukhrodinmukhrodin377,"Astagfirrullah.....
Satu persatu omongan almarhum Pak Rizal Ramli benar.",astagfirrullah satu persatu omongan almarhum pak rizal ramli benar,astagfirrullah satu persatu omongan almarhum pak rizal ramli benar
@untungpurwono5029,STOP IMPOR BBM SEKARANG JUGA.,stop impor bbm sekarang juga,stop impor bbm sekarang juga
@pamancakiel,"Viral video Bensinnya campur Air dikit banyak etanolnya, jadi over capacity karena BBM impor dah dioplos etanol jadi banyak dan untung banyak. Bisa ngerusak mesin ga seh? lembaga perlindungan Konsumen mana suaranya?",viral video bensinnya campur air dikit banyak etanolnya jadi over capacity karena bbm impor dah dioplos etanol jadi banyak dan untung banyak bisa ngerusak mesin ga seh lembaga perlindungan konsumen mana suaranya,viral video bensinnya campur air dikit banyak etanolnya jadi over capacity karena bbm impor sudah dioplos etanol jadi banyak dan untung banyak bisa ngerusak mesin tidak seh lembaga perlindungan konsumen mana suaranya
@saifulilmi6302,"kan kalau mahal udah nyari investor, malah lumayan gak ngeluarin uang trs lapangan kerja terbuka selama 30 tahun",kan kalau mahal udah nyari investor malah lumayan gak ngeluarin uang trs lapangan kerja terbuka selama 30 tahun,kan kalau mahal sudah nyari investor malah lumayan gak ngeluarin uang terus lapangan kerja terbuka selama 30 tahun
@nosnoozeguy2858,seru nih menteri keuangan vs menteri esdm. (ambil popcorn),seru nih menteri keuangan vs menteri esdm ambil popcorn,seru ini menteri keuangan vs menteri esdm ambil popcorn
@eddyruslim,"dahhh...diaudit saja sama pihak ke3, biar kelar ttg jumlah kilang. 
masih banyak urusan dari pada adu data sama bahlil.",dahhh diaudit saja sama pihak ke3 biar kelar ttg jumlah kilang masih banyak urusan dari pada adu data sama bahlil,dahhh diaudit saja sama pihak ke3 biar kelar ttg jumlah kilang masih banyak urusan dari pada adu data sama bahlil
@alirosheno9473,"Prabowo main halus dia ahli strategi pake proxy(Purbaya) gak main grasak grusuk nunggu Bahlil blunder fatal dan bukti2nya kuat baru disikat Prabowo contohnya Budi Arie, Immanuel ebenezer, Srimulyono",prabowo main halus dia ahli strategi pake proxy purbaya gak main grasak grusuk nunggu bahlil blunder fatal dan bukti2nya kuat baru disikat prabowo contohnya budi arie immanuel ebenezer srimulyono,prabowo main halus dia ahli strategi pake proxy purbaya gak main grasak grusuk nunggu bahlil blunder fatal dan bukti2nya kuat baru disikat prabowo contohnya budi arie immanuel ebenezer srimulyono
@rizkimiyani5806,Pejabat yang gak bisa kerja d reshuffle saja biar uang negara ada manfaatnya,pejabat yang gak bisa kerja d reshuffle saja biar uang negara ada manfaatnya,pejabat yang gak bisa kerja d reshuffle saja biar uang negara ada manfaatnya
@iissupiah8604,Mudah-mudahan pak purbaya sekeluarga ada dalam lindungan Allah,mudah mudahan pak purbaya sekeluarga ada dalam lindungan allah,mudah mudahan pak purbaya sekeluarga ada dalam lindungan allah
@mangoleh3704,Pak mentri esdm kalo denial terhadap data bisa2 lengser ini…,pak mentri esdm kalo denial terhadap data bisa2 lengser ini,pak mentri esdm kalo denial terhadap data bisa2 lengser ini
@darwissimbolon-v7w,DPR HANYA TEMPAT NGOMONG DOANG SOLUSI DPR TAADA DPR DAN PERTAMINA SEPAKAT MAPIA MINYAK DAN GAS,dpr hanya tempat ngomong doang solusi dpr taada dpr dan pertamina sepakat mapia minyak dan gas,dpr hanya tempat ngomong saja solusi dpr taada dpr dan pertamina sepakat mapia minyak dan gas
@ClinkxDreez,"masih bagus usul dari luar negri di bangun kilang baru tapi minta jatah 30 tahun dan setelah itu jadi milik negara , ini negara sendiri janji janji doang tau tau udah 10 tahun gk jdi satupun. orang luar aja berani bangun dengan jangka waktu 30tahun brarti itu sangat menguntungkan untuk mereka. sdngkan sekarang negari sendiri rugi mulu aneh.",masih bagus usul dari luar negri di bangun kilang baru tapi minta jatah 30 tahun dan setelah itu jadi milik negara ini negara sendiri janji janji doang tau tau udah 10 tahun gk jdi satupun orang luar aja berani bangun dengan jangka waktu 30tahun brarti itu sangat menguntungkan untuk mereka sdngkan sekarang negari sendiri rugi mulu aneh,masih bagus usul dari luar negri di bangun kilang baru tapi minta jatah 30 tahun dan setelah itu jadi milik negara ini negara sendiri janji janji saja tau tau sudah 10 tahun tidak jdi satupun orang luar saja berani bangun dengan jangka waktu 30tahun brarti itu sangat menguntungkan untuk mereka sdngkan sekarang negari sendiri rugi mulu aneh
