author,comment,clean_comment,tokens,bigrams
@antonsuryajaya9066,"mafioso nya bukan asing..

Tetep Lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh","mafioso nya bukan asing..

tetep lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh","['mafioso', 'nya', 'bukan', 'asing', '..', 'tetep', 'lokal', 'juga', 'tapi', 'bikin', 'perusahaan', 'di', 'singapura', 'biar', 'ga', 'mudah', 'disentuh']","[('mafioso', 'nya'), ('nya', 'bukan'), ('bukan', 'asing'), ('asing', '..'), ('..', 'tetep'), ('tetep', 'lokal'), ('lokal', 'juga'), ('juga', 'tapi'), ('tapi', 'bikin'), ('bikin', 'perusahaan'), ('perusahaan', 'di'), ('di', 'singapura'), ('singapura', 'biar'), ('biar', 'ga'), ('ga', 'mudah'), ('mudah', 'disentuh')]"
@jayzgaban3697,BBM era SBY gak pake etanol bang ?,bbm era sby gak pake etanol bang ?,"['bbm', 'era', 'sby', 'gak', 'pake', 'etanol', 'bang', '?']","[('bbm', 'era'), ('era', 'sby'), ('sby', 'gak'), ('gak', 'pake'), ('pake', 'etanol'), ('etanol', 'bang'), ('bang', '?')]"
@EgiSujono,Pertamuna isinya 🐁🐁🐁🐁,pertamuna isinya 🐁🐁🐁🐁,"['pertamuna', 'isinya', '🐁🐁🐁🐁']","[('pertamuna', 'isinya'), ('isinya', '🐁🐁🐁🐁')]"
@nugrohodwi5091,Bukan lagi tersembunyi tp jelas d depan mata,bukan lagi tersembunyi tp jelas d depan mata,"['bukan', 'lagi', 'tersembunyi', 'tp', 'jelas', 'd', 'depan', 'mata']","[('bukan', 'lagi'), ('lagi', 'tersembunyi'), ('tersembunyi', 'tp'), ('tp', 'jelas'), ('jelas', 'd'), ('d', 'depan'), ('depan', 'mata')]"
@srilisyanti75,Pecaaaat,pecaaaat,['pecaaaat'],[]
@adipatisetyo9161,​ @srilisyanti75 kalo pecat aga berat. dia ketum golkar. cukup gede kursi golkar di DPR. akan mengganggu stabilitas politik istana pastinya,​ @srilisyanti75 kalo pecat aga berat. dia ketum golkar. cukup gede kursi golkar di dpr. akan mengganggu stabilitas politik istana pastinya,"['\u200b', '@', 'srilisyanti75', 'kalo', 'pecat', 'aga', 'berat', '.', 'dia', 'ketum', 'golkar', '.', 'cukup', 'gede', 'kursi', 'golkar', 'di', 'dpr', '.', 'akan', 'mengganggu', 'stabilitas', 'politik', 'istana', 'pastinya']","[('\u200b', '@'), ('@', 'srilisyanti75'), ('srilisyanti75', 'kalo'), ('kalo', 'pecat'), ('pecat', 'aga'), ('aga', 'berat'), ('berat', '.'), ('.', 'dia'), ('dia', 'ketum'), ('ketum', 'golkar'), ('golkar', '.'), ('.', 'cukup'), ('cukup', 'gede'), ('gede', 'kursi'), ('kursi', 'golkar'), ('golkar', 'di'), ('di', 'dpr'), ('dpr', '.'), ('.', 'akan'), ('akan', 'mengganggu'), ('mengganggu', 'stabilitas'), ('stabilitas', 'politik'), ('politik', 'istana'), ('istana', 'pastinya')]"
@IdaSaidah-ji6ys,Wowo gak berani Krn bisa merugikan Wiwi,wowo gak berani krn bisa merugikan wiwi,"['wowo', 'gak', 'berani', 'krn', 'bisa', 'merugikan', 'wiwi']","[('wowo', 'gak'), ('gak', 'berani'), ('berani', 'krn'), ('krn', 'bisa'), ('bisa', 'merugikan'), ('merugikan', 'wiwi')]"
@klabau,😂😂😂😂😂😂,😂😂😂😂😂😂,['😂😂😂😂😂😂'],[]
@chairulaziz8114,Smegol,smegol,['smegol'],[]
@mawarhitam2605,Yg di Sorong Papua Barat sudah 5 th lebih belum ada satupun yg jadi .pdhl yg bekerja HK,yg di sorong papua barat sudah 5 th lebih belum ada satupun yg jadi .pdhl yg bekerja hk,"['yg', 'di', 'sorong', 'papua', 'barat', 'sudah', '5', 'th', 'lebih', 'belum', 'ada', 'satupun', 'yg', 'jadi', '.pdhl', 'yg', 'bekerja', 'hk']","[('yg', 'di'), ('di', 'sorong'), ('sorong', 'papua'), ('papua', 'barat'), ('barat', 'sudah'), ('sudah', '5'), ('5', 'th'), ('th', 'lebih'), ('lebih', 'belum'), ('belum', 'ada'), ('ada', 'satupun'), ('satupun', 'yg'), ('yg', 'jadi'), ('jadi', '.pdhl'), ('.pdhl', 'yg'), ('yg', 'bekerja'), ('bekerja', 'hk')]"
@OneHeart-pi9qs,Orang klo kepalanya kecil identik dengan licik😂,orang klo kepalanya kecil identik dengan licik😂,"['orang', 'klo', 'kepalanya', 'kecil', 'identik', 'dengan', 'licik😂']","[('orang', 'klo'), ('klo', 'kepalanya'), ('kepalanya', 'kecil'), ('kecil', 'identik'), ('identik', 'dengan'), ('dengan', 'licik😂')]"
@MAFIA.PENTIL,Mafia hrs diperiksa😂,mafia hrs diperiksa😂,"['mafia', 'hrs', 'diperiksa😂']","[('mafia', 'hrs'), ('hrs', 'diperiksa😂')]"
@steviepramudita9239,"sekedar meluruskan aja, disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal 1 kilang ideal nya bisa produksi minyak 1000 liter perhari, namun kilang ini dipaksa untuk produksi lebih dari itu, misal 1100 liter perhari.

sedangkan over supply itu misal kebutuhan minyak harian di indonesia 900 liter, namun dari pertamina produksi 1000 liter per hari.

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang (over capacity) nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di Indonesia, makanya dilakukan impor minyak.

dan yang menjadi pertanyaan dan permasalahan Menkeu itu, kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di Indonesia namun tidak mau membuat kilang baru dan lebih memilih impor.","sekedar meluruskan aja, disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal 1 kilang ideal nya bisa produksi minyak 1000 liter perhari, namun kilang ini dipaksa untuk produksi lebih dari itu, misal 1100 liter perhari.

sedangkan over supply itu misal kebutuhan minyak harian di indonesia 900 liter, namun dari pertamina produksi 1000 liter per hari.

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang (over capacity) nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di indonesia, makanya dilakukan impor minyak.

dan yang menjadi pertanyaan dan permasalahan menkeu itu, kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di indonesia namun tidak mau membuat kilang baru dan lebih memilih impor.","['sekedar', 'meluruskan', 'aja', ',', 'disini', 'banyak', 'yang', 'salah', 'persepsi', 'over', 'capacity', 'dengan', 'over', 'supply', 'itu', 'berbeda', 'over', 'capacity', 'itu', 'dari', 'kapasitas', 'yang', 'ada', 'misal', '1', 'kilang', 'ideal', 'nya', 'bisa', 'produksi', 'minyak', '1000', 'liter', 'perhari', ',', 'namun', 'kilang', 'ini', 'dipaksa', 'untuk', 'produksi', 'lebih', 'dari', 'itu', ',', 'misal', '1100', 'liter', 'perhari', '.', 'sedangkan', 'over', 'supply', 'itu', 'misal', 'kebutuhan', 'minyak', 'harian', 'di', 'indonesia', '900', 'liter', ',', 'namun', 'dari', 'pertamina', 'produksi', '1000', 'liter', 'per', 'hari', '.', 'yang', 'jadi', 'masalah', 'adalah', 'dengan', 'kilang', 'kilang', 'yang', 'sudah', 'ada', 'dan', 'sudah', 'melakukan', 'produksi', 'lebih', 'dari', 'kapasitas', 'kilang', '(', 'over', 'capacity', ')', 'nya', 'ini', 'tidak', 'mampu', 'untuk', 'memenuhi', 'kebutuhan', 'penggunaan', 'minyak', 'di', 'indonesia', ',', 'makanya', 'dilakukan', 'impor', 'minyak', '.', 'dan', 'yang', 'menjadi', 'pertanyaan', 'dan', 'permasalahan', 'menkeu', 'itu', ',', 'kenapa', 'sudah', 'tau', 'kilang', 'kilang', 'yang', 'ada', 'ini', 'tidak', 'mampu', 'memenuhi', 'kebutuhan', 'di', 'indonesia', 'namun', 'tidak', 'mau', 'membuat', 'kilang', 'baru', 'dan', 'lebih', 'memilih', 'impor', '.']","[('sekedar', 'meluruskan'), ('meluruskan', 'aja'), ('aja', ','), (',', 'disini'), ('disini', 'banyak'), ('banyak', 'yang'), ('yang', 'salah'), ('salah', 'persepsi'), ('persepsi', 'over'), ('over', 'capacity'), ('capacity', 'dengan'), ('dengan', 'over'), ('over', 'supply'), ('supply', 'itu'), ('itu', 'berbeda'), ('berbeda', 'over'), ('over', 'capacity'), ('capacity', 'itu'), ('itu', 'dari'), ('dari', 'kapasitas'), ('kapasitas', 'yang'), ('yang', 'ada'), ('ada', 'misal'), ('misal', '1'), ('1', 'kilang'), ('kilang', 'ideal'), ('ideal', 'nya'), ('nya', 'bisa'), ('bisa', 'produksi'), ('produksi', 'minyak'), ('minyak', '1000'), ('1000', 'liter'), ('liter', 'perhari'), ('perhari', ','), (',', 'namun'), ('namun', 'kilang'), ('kilang', 'ini'), ('ini', 'dipaksa'), ('dipaksa', 'untuk'), ('untuk', 'produksi'), ('produksi', 'lebih'), ('lebih', 'dari'), ('dari', 'itu'), ('itu', ','), (',', 'misal'), ('misal', '1100'), ('1100', 'liter'), ('liter', 'perhari'), ('perhari', '.'), ('.', 'sedangkan'), ('sedangkan', 'over'), ('over', 'supply'), ('supply', 'itu'), ('itu', 'misal'), ('misal', 'kebutuhan'), ('kebutuhan', 'minyak'), ('minyak', 'harian'), ('harian', 'di'), ('di', 'indonesia'), ('indonesia', '900'), ('900', 'liter'), ('liter', ','), (',', 'namun'), ('namun', 'dari'), ('dari', 'pertamina'), ('pertamina', 'produksi'), ('produksi', '1000'), ('1000', 'liter'), ('liter', 'per'), ('per', 'hari'), ('hari', '.'), ('.', 'yang'), ('yang', 'jadi'), ('jadi', 'masalah'), ('masalah', 'adalah'), ('adalah', 'dengan'), ('dengan', 'kilang'), ('kilang', 'kilang'), ('kilang', 'yang'), ('yang', 'sudah'), ('sudah', 'ada'), ('ada', 'dan'), ('dan', 'sudah'), ('sudah', 'melakukan'), ('melakukan', 'produksi'), ('produksi', 'lebih'), ('lebih', 'dari'), ('dari', 'kapasitas'), ('kapasitas', 'kilang'), ('kilang', '('), ('(', 'over'), ('over', 'capacity'), ('capacity', ')'), (')', 'nya'), ('nya', 'ini'), ('ini', 'tidak'), ('tidak', 'mampu'), ('mampu', 'untuk'), ('untuk', 'memenuhi'), ('memenuhi', 'kebutuhan'), ('kebutuhan', 'penggunaan'), ('penggunaan', 'minyak'), ('minyak', 'di'), ('di', 'indonesia'), ('indonesia', ','), (',', 'makanya'), ('makanya', 'dilakukan'), ('dilakukan', 'impor'), ('impor', 'minyak'), ('minyak', '.'), ('.', 'dan'), ('dan', 'yang'), ('yang', 'menjadi'), ('menjadi', 'pertanyaan'), ('pertanyaan', 'dan'), ('dan', 'permasalahan'), ('permasalahan', 'menkeu'), ('menkeu', 'itu'), ('itu', ','), (',', 'kenapa'), ('kenapa', 'sudah'), ('sudah', 'tau'), ('tau', 'kilang'), ('kilang', 'kilang'), ('kilang', 'yang'), ('yang', 'ada'), ('ada', 'ini'), ('ini', 'tidak'), ('tidak', 'mampu'), ('mampu', 'memenuhi'), ('memenuhi', 'kebutuhan'), ('kebutuhan', 'di'), ('di', 'indonesia'), ('indonesia', 'namun'), ('namun', 'tidak'), ('tidak', 'mau'), ('mau', 'membuat'), ('membuat', 'kilang'), ('kilang', 'baru'), ('baru', 'dan'), ('dan', 'lebih'), ('lebih', 'memilih'), ('memilih', 'impor'), ('impor', '.')]"
@IsnaPhone-j3b,"Para pemangku jabatan, KLO yg di hatinya,sifat korupsi,","para pemangku jabatan, klo yg di hatinya,sifat korupsi,","['para', 'pemangku', 'jabatan', ',', 'klo', 'yg', 'di', 'hatinya', ',', 'sifat', 'korupsi', ',']","[('para', 'pemangku'), ('pemangku', 'jabatan'), ('jabatan', ','), (',', 'klo'), ('klo', 'yg'), ('yg', 'di'), ('di', 'hatinya'), ('hatinya', ','), (',', 'sifat'), ('sifat', 'korupsi'), ('korupsi', ',')]"
@nanihastuti7258,"Semangat pak menkeuu, menyala terus rakyat mendukungmu❤❤❤","semangat pak menkeuu, menyala terus rakyat mendukungmu❤❤❤","['semangat', 'pak', 'menkeuu', ',', 'menyala', 'terus', 'rakyat', 'mendukungmu❤❤❤']","[('semangat', 'pak'), ('pak', 'menkeuu'), ('menkeuu', ','), (',', 'menyala'), ('menyala', 'terus'), ('terus', 'rakyat'), ('rakyat', 'mendukungmu❤❤❤')]"
@Refkymahaputra.,"Ya,disana memang logikanya,sejak dari duri hingga kini,ya kita harus banyak maklum,","ya,disana memang logikanya,sejak dari duri hingga kini,ya kita harus banyak maklum,","['ya', ',', 'disana', 'memang', 'logikanya', ',', 'sejak', 'dari', 'duri', 'hingga', 'kini', ',', 'ya', 'kita', 'harus', 'banyak', 'maklum', ',']","[('ya', ','), (',', 'disana'), ('disana', 'memang'), ('memang', 'logikanya'), ('logikanya', ','), (',', 'sejak'), ('sejak', 'dari'), ('dari', 'duri'), ('duri', 'hingga'), ('hingga', 'kini'), ('kini', ','), (',', 'ya'), ('ya', 'kita'), ('kita', 'harus'), ('harus', 'banyak'), ('banyak', 'maklum'), ('maklum', ',')]"
@dungwalichannel7202,"Mana yg lebih berpeluang korupsi,itu lah yg paling menguntungkan,,,
Itu lah yg ada dalam otak anggota DPR dan menteri"" yg katanya terhormat,,,","mana yg lebih berpeluang korupsi,itu lah yg paling menguntungkan,,,
itu lah yg ada dalam otak anggota dpr dan menteri"" yg katanya terhormat,,,","['mana', 'yg', 'lebih', 'berpeluang', 'korupsi', ',', 'itu', 'lah', 'yg', 'paling', 'menguntungkan', ',', ',', ',', 'itu', 'lah', 'yg', 'ada', 'dalam', 'otak', 'anggota', 'dpr', 'dan', 'menteri', ""''"", 'yg', 'katanya', 'terhormat', ',', ',', ',']","[('mana', 'yg'), ('yg', 'lebih'), ('lebih', 'berpeluang'), ('berpeluang', 'korupsi'), ('korupsi', ','), (',', 'itu'), ('itu', 'lah'), ('lah', 'yg'), ('yg', 'paling'), ('paling', 'menguntungkan'), ('menguntungkan', ','), (',', ','), (',', ','), (',', 'itu'), ('itu', 'lah'), ('lah', 'yg'), ('yg', 'ada'), ('ada', 'dalam'), ('dalam', 'otak'), ('otak', 'anggota'), ('anggota', 'dpr'), ('dpr', 'dan'), ('dan', 'menteri'), ('menteri', ""''""), (""''"", 'yg'), ('yg', 'katanya'), ('katanya', 'terhormat'), ('terhormat', ','), (',', ','), (',', ',')]"
@Adangdarusalamchannel,"Mendingan buat sendiri, itu kilang minyak.indonesia SDM nya banyak, gunakan SDM yang ada","mendingan buat sendiri, itu kilang minyak.indonesia sdm nya banyak, gunakan sdm yang ada","['mendingan', 'buat', 'sendiri', ',', 'itu', 'kilang', 'minyak.indonesia', 'sdm', 'nya', 'banyak', ',', 'gunakan', 'sdm', 'yang', 'ada']","[('mendingan', 'buat'), ('buat', 'sendiri'), ('sendiri', ','), (',', 'itu'), ('itu', 'kilang'), ('kilang', 'minyak.indonesia'), ('minyak.indonesia', 'sdm'), ('sdm', 'nya'), ('nya', 'banyak'), ('banyak', ','), (',', 'gunakan'), ('gunakan', 'sdm'), ('sdm', 'yang'), ('yang', 'ada')]"
@arumgondangmanis4580,"Makanya Bangun Kilang Minyak Yang Banyak.
Jangan Impor Melulu.
Enak Importir Dapat Fee Kalau Impor Terus.","makanya bangun kilang minyak yang banyak.
jangan impor melulu.
enak importir dapat fee kalau impor terus.","['makanya', 'bangun', 'kilang', 'minyak', 'yang', 'banyak', '.', 'jangan', 'impor', 'melulu', '.', 'enak', 'importir', 'dapat', 'fee', 'kalau', 'impor', 'terus', '.']","[('makanya', 'bangun'), ('bangun', 'kilang'), ('kilang', 'minyak'), ('minyak', 'yang'), ('yang', 'banyak'), ('banyak', '.'), ('.', 'jangan'), ('jangan', 'impor'), ('impor', 'melulu'), ('melulu', '.'), ('.', 'enak'), ('enak', 'importir'), ('importir', 'dapat'), ('dapat', 'fee'), ('fee', 'kalau'), ('kalau', 'impor'), ('impor', 'terus'), ('terus', '.')]"
@nanangfachrurazi8726,"Omongan Bahlil tukang minum anggur di percaya,,,,,😂😂😂😂😂😂","omongan bahlil tukang minum anggur di percaya,,,,,😂😂😂😂😂😂","['omongan', 'bahlil', 'tukang', 'minum', 'anggur', 'di', 'percaya', ',', ',', ',', ',', ',', '😂😂😂😂😂😂']","[('omongan', 'bahlil'), ('bahlil', 'tukang'), ('tukang', 'minum'), ('minum', 'anggur'), ('anggur', 'di'), ('di', 'percaya'), ('percaya', ','), (',', ','), (',', ','), (',', ','), (',', ','), (',', '😂😂😂😂😂😂')]"
@hairudin5621,Kpk wajib audit Bahlil,kpk wajib audit bahlil,"['kpk', 'wajib', 'audit', 'bahlil']","[('kpk', 'wajib'), ('wajib', 'audit'), ('audit', 'bahlil')]"
@agusdediferisanto-fu8cu,Maju terus pak Purbaya 👍👍,maju terus pak purbaya 👍👍,"['maju', 'terus', 'pak', 'purbaya', '👍👍']","[('maju', 'terus'), ('terus', 'pak'), ('pak', 'purbaya'), ('purbaya', '👍👍')]"
@AntiKorupsi89,"Bahlil termul yg juga jadi maling uang rakyat.
Cari rumah Bahlil utk di Nepal kan.","bahlil termul yg juga jadi maling uang rakyat.
cari rumah bahlil utk di nepal kan.","['bahlil', 'termul', 'yg', 'juga', 'jadi', 'maling', 'uang', 'rakyat', '.', 'cari', 'rumah', 'bahlil', 'utk', 'di', 'nepal', 'kan', '.']","[('bahlil', 'termul'), ('termul', 'yg'), ('yg', 'juga'), ('juga', 'jadi'), ('jadi', 'maling'), ('maling', 'uang'), ('uang', 'rakyat'), ('rakyat', '.'), ('.', 'cari'), ('cari', 'rumah'), ('rumah', 'bahlil'), ('bahlil', 'utk'), ('utk', 'di'), ('di', 'nepal'), ('nepal', 'kan'), ('kan', '.')]"
@sengklek2023,Hahhaaaaaa yg mana overnya boss….. kalo over ga perlu import….yg perlu itu bangun kilang yg banyak biar ga import….,hahhaaaaaa yg mana overnya boss….. kalo over ga perlu import….yg perlu itu bangun kilang yg banyak biar ga import….,"['hahhaaaaaa', 'yg', 'mana', 'overnya', 'boss…', '..', 'kalo', 'over', 'ga', 'perlu', 'import….yg', 'perlu', 'itu', 'bangun', 'kilang', 'yg', 'banyak', 'biar', 'ga', 'import…', '.']","[('hahhaaaaaa', 'yg'), ('yg', 'mana'), ('mana', 'overnya'), ('overnya', 'boss…'), ('boss…', '..'), ('..', 'kalo'), ('kalo', 'over'), ('over', 'ga'), ('ga', 'perlu'), ('perlu', 'import….yg'), ('import….yg', 'perlu'), ('perlu', 'itu'), ('itu', 'bangun'), ('bangun', 'kilang'), ('kilang', 'yg'), ('yg', 'banyak'), ('banyak', 'biar'), ('biar', 'ga'), ('ga', 'import…'), ('import…', '.')]"
@BonggaTabahawa,"Pak menkeu..., lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org- org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo. Masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar- besaran oleh pihak- pihak tertentu dan pak menkeu tahu persis soal ini.  Pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor BBM ini. Jgn takut pak menkeu, rakyat dan bangsa Indonesia siap mengawal kalau ada pihak-pihak yg  meradang dgn kebijakan tersebut....","pak menkeu..., lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org- org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo. masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar- besaran oleh pihak- pihak tertentu dan pak menkeu tahu persis soal ini.  pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor bbm ini. jgn takut pak menkeu, rakyat dan bangsa indonesia siap mengawal kalau ada pihak-pihak yg  meradang dgn kebijakan tersebut....","['pak', 'menkeu', '...', ',', 'lapor', 'saja', 'ke', 'presiden', 'biar', 'tentara', 'yg', 'di', 'kerahkan', 'utk', 'membangunnya', 'dan', 'org-', 'org', 'pertamina', 'di', 'pecat', 'saja', 'diganti', 'dgn', 'org', 'yg', 'loyal', 'kpd', 'presiden', 'prabowo', '.', 'masyarakat', 'sdh', 'pada', 'tahu', 'bhw', 'pertamina', 'adalah', 'ladang', 'korupsi', 'besar-', 'besaran', 'oleh', 'pihak-', 'pihak', 'tertentu', 'dan', 'pak', 'menkeu', 'tahu', 'persis', 'soal', 'ini', '.', 'pak', 'menkeu', 'umumkan', 'saja', 'siapa', 'saja', 'yg', 'mendapat', 'keuntungan', 'dr', 'kebijakan', 'impor', 'bbm', 'ini', '.', 'jgn', 'takut', 'pak', 'menkeu', ',', 'rakyat', 'dan', 'bangsa', 'indonesia', 'siap', 'mengawal', 'kalau', 'ada', 'pihak-pihak', 'yg', 'meradang', 'dgn', 'kebijakan', 'tersebut', '....']","[('pak', 'menkeu'), ('menkeu', '...'), ('...', ','), (',', 'lapor'), ('lapor', 'saja'), ('saja', 'ke'), ('ke', 'presiden'), ('presiden', 'biar'), ('biar', 'tentara'), ('tentara', 'yg'), ('yg', 'di'), ('di', 'kerahkan'), ('kerahkan', 'utk'), ('utk', 'membangunnya'), ('membangunnya', 'dan'), ('dan', 'org-'), ('org-', 'org'), ('org', 'pertamina'), ('pertamina', 'di'), ('di', 'pecat'), ('pecat', 'saja'), ('saja', 'diganti'), ('diganti', 'dgn'), ('dgn', 'org'), ('org', 'yg'), ('yg', 'loyal'), ('loyal', 'kpd'), ('kpd', 'presiden'), ('presiden', 'prabowo'), ('prabowo', '.'), ('.', 'masyarakat'), ('masyarakat', 'sdh'), ('sdh', 'pada'), ('pada', 'tahu'), ('tahu', 'bhw'), ('bhw', 'pertamina'), ('pertamina', 'adalah'), ('adalah', 'ladang'), ('ladang', 'korupsi'), ('korupsi', 'besar-'), ('besar-', 'besaran'), ('besaran', 'oleh'), ('oleh', 'pihak-'), ('pihak-', 'pihak'), ('pihak', 'tertentu'), ('tertentu', 'dan'), ('dan', 'pak'), ('pak', 'menkeu'), ('menkeu', 'tahu'), ('tahu', 'persis'), ('persis', 'soal'), ('soal', 'ini'), ('ini', '.'), ('.', 'pak'), ('pak', 'menkeu'), ('menkeu', 'umumkan'), ('umumkan', 'saja'), ('saja', 'siapa'), ('siapa', 'saja'), ('saja', 'yg'), ('yg', 'mendapat'), ('mendapat', 'keuntungan'), ('keuntungan', 'dr'), ('dr', 'kebijakan'), ('kebijakan', 'impor'), ('impor', 'bbm'), ('bbm', 'ini'), ('ini', '.'), ('.', 'jgn'), ('jgn', 'takut'), ('takut', 'pak'), ('pak', 'menkeu'), ('menkeu', ','), (',', 'rakyat'), ('rakyat', 'dan'), ('dan', 'bangsa'), ('bangsa', 'indonesia'), ('indonesia', 'siap'), ('siap', 'mengawal'), ('mengawal', 'kalau'), ('kalau', 'ada'), ('ada', 'pihak-pihak'), ('pihak-pihak', 'yg'), ('yg', 'meradang'), ('meradang', 'dgn'), ('dgn', 'kebijakan'), ('kebijakan', 'tersebut'), ('tersebut', '....')]"
@Eco_comp,Pecat bahlil segera !!!,pecat bahlil segera !!!,"['pecat', 'bahlil', 'segera', '!', '!', '!']","[('pecat', 'bahlil'), ('bahlil', 'segera'), ('segera', '!'), ('!', '!'), ('!', '!')]"
@andraprayoga8561,"bangun kilang tdk memenuhi target katanya,tapi itu kan jadi milik kita,setahun bangun kilang 1,5thn kan dah 5 kilang","bangun kilang tdk memenuhi target katanya,tapi itu kan jadi milik kita,setahun bangun kilang 1,5thn kan dah 5 kilang","['bangun', 'kilang', 'tdk', 'memenuhi', 'target', 'katanya', ',', 'tapi', 'itu', 'kan', 'jadi', 'milik', 'kita', ',', 'setahun', 'bangun', 'kilang', '1,5thn', 'kan', 'dah', '5', 'kilang']","[('bangun', 'kilang'), ('kilang', 'tdk'), ('tdk', 'memenuhi'), ('memenuhi', 'target'), ('target', 'katanya'), ('katanya', ','), (',', 'tapi'), ('tapi', 'itu'), ('itu', 'kan'), ('kan', 'jadi'), ('jadi', 'milik'), ('milik', 'kita'), ('kita', ','), (',', 'setahun'), ('setahun', 'bangun'), ('bangun', 'kilang'), ('kilang', '1,5thn'), ('1,5thn', 'kan'), ('kan', 'dah'), ('dah', '5'), ('5', 'kilang')]"
@hendrajay8945,Percaya pak purbaya,percaya pak purbaya,"['percaya', 'pak', 'purbaya']","[('percaya', 'pak'), ('pak', 'purbaya')]"
