author,comment,clean_comment,tokens,trigrams
@ZikacowZika,"Kesimpulannya Bahlil tak mampu. Nah.. prabowo cari pengganti bahlil  dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat, sangat perlu mengganti Bahlil demi ketegasan dan ke majuan bangsa yng setuju like","kesimpulannya bahlil tak mampu. nah.. prabowo cari pengganti bahlil  dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat, sangat perlu mengganti bahlil demi ketegasan dan ke majuan bangsa yng setuju like","['kesimpulannya', 'bahlil', 'tak', 'mampu', '.', 'nah', '..', 'prabowo', 'cari', 'pengganti', 'bahlil', 'dia', 'sudah', 'usang', 'kebijakan', 'tak', 'jelas', 'sekali', 'buat', 'kebijakan', 'malah', 'nyusain', 'rakyat', ',', 'sangat', 'perlu', 'mengganti', 'bahlil', 'demi', 'ketegasan', 'dan', 'ke', 'majuan', 'bangsa', 'yng', 'setuju', 'like']","[('kesimpulannya', 'bahlil', 'tak'), ('bahlil', 'tak', 'mampu'), ('tak', 'mampu', '.'), ('mampu', '.', 'nah'), ('.', 'nah', '..'), ('nah', '..', 'prabowo'), ('..', 'prabowo', 'cari'), ('prabowo', 'cari', 'pengganti'), ('cari', 'pengganti', 'bahlil'), ('pengganti', 'bahlil', 'dia'), ('bahlil', 'dia', 'sudah'), ('dia', 'sudah', 'usang'), ('sudah', 'usang', 'kebijakan'), ('usang', 'kebijakan', 'tak'), ('kebijakan', 'tak', 'jelas'), ('tak', 'jelas', 'sekali'), ('jelas', 'sekali', 'buat'), ('sekali', 'buat', 'kebijakan'), ('buat', 'kebijakan', 'malah'), ('kebijakan', 'malah', 'nyusain'), ('malah', 'nyusain', 'rakyat'), ('nyusain', 'rakyat', ','), ('rakyat', ',', 'sangat'), (',', 'sangat', 'perlu'), ('sangat', 'perlu', 'mengganti'), ('perlu', 'mengganti', 'bahlil'), ('mengganti', 'bahlil', 'demi'), ('bahlil', 'demi', 'ketegasan'), ('demi', 'ketegasan', 'dan'), ('ketegasan', 'dan', 'ke'), ('dan', 'ke', 'majuan'), ('ke', 'majuan', 'bangsa'), ('majuan', 'bangsa', 'yng'), ('bangsa', 'yng', 'setuju'), ('yng', 'setuju', 'like')]"
@isiaisia4697,Org korupsi systemnya ya tdk masuk akal la.. makin dia koar2 makin cpt ditangkep sm KPK..busuk banget tuh Tikus Bahlil.. dia itu 2IC sih boss mafia..,org korupsi systemnya ya tdk masuk akal la.. makin dia koar2 makin cpt ditangkep sm kpk..busuk banget tuh tikus bahlil.. dia itu 2ic sih boss mafia..,"['org', 'korupsi', 'systemnya', 'ya', 'tdk', 'masuk', 'akal', 'la', '..', 'makin', 'dia', 'koar2', 'makin', 'cpt', 'ditangkep', 'sm', 'kpk', '..', 'busuk', 'banget', 'tuh', 'tikus', 'bahlil', '..', 'dia', 'itu', '2ic', 'sih', 'boss', 'mafia', '..']","[('org', 'korupsi', 'systemnya'), ('korupsi', 'systemnya', 'ya'), ('systemnya', 'ya', 'tdk'), ('ya', 'tdk', 'masuk'), ('tdk', 'masuk', 'akal'), ('masuk', 'akal', 'la'), ('akal', 'la', '..'), ('la', '..', 'makin'), ('..', 'makin', 'dia'), ('makin', 'dia', 'koar2'), ('dia', 'koar2', 'makin'), ('koar2', 'makin', 'cpt'), ('makin', 'cpt', 'ditangkep'), ('cpt', 'ditangkep', 'sm'), ('ditangkep', 'sm', 'kpk'), ('sm', 'kpk', '..'), ('kpk', '..', 'busuk'), ('..', 'busuk', 'banget'), ('busuk', 'banget', 'tuh'), ('banget', 'tuh', 'tikus'), ('tuh', 'tikus', 'bahlil'), ('tikus', 'bahlil', '..'), ('bahlil', '..', 'dia'), ('..', 'dia', 'itu'), ('dia', 'itu', '2ic'), ('itu', '2ic', 'sih'), ('2ic', 'sih', 'boss'), ('sih', 'boss', 'mafia'), ('boss', 'mafia', '..')]"
@kid2557,"Impor adalah bisnis, ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa","impor adalah bisnis, ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa","['impor', 'adalah', 'bisnis', ',', 'ketika', 'uang', 'berbicara', 'semua', 'hal', 'dilakukan', 'oleh', 'tikus2', 'yang', 'berkuasa']","[('impor', 'adalah', 'bisnis'), ('adalah', 'bisnis', ','), ('bisnis', ',', 'ketika'), (',', 'ketika', 'uang'), ('ketika', 'uang', 'berbicara'), ('uang', 'berbicara', 'semua'), ('berbicara', 'semua', 'hal'), ('semua', 'hal', 'dilakukan'), ('hal', 'dilakukan', 'oleh'), ('dilakukan', 'oleh', 'tikus2'), ('oleh', 'tikus2', 'yang'), ('tikus2', 'yang', 'berkuasa')]"
@donnysnakepith,"Pantes korupsi trus..habis bagian yg menanggung jawab bagian migas ga pernah mau bangun kilang baru. Pantes antrian minyak langka trus di SPBU.
Abis luu pada di sikat abis ma pak Purbaya.","pantes korupsi trus..habis bagian yg menanggung jawab bagian migas ga pernah mau bangun kilang baru. pantes antrian minyak langka trus di spbu.
abis luu pada di sikat abis ma pak purbaya.","['pantes', 'korupsi', 'trus', '..', 'habis', 'bagian', 'yg', 'menanggung', 'jawab', 'bagian', 'migas', 'ga', 'pernah', 'mau', 'bangun', 'kilang', 'baru', '.', 'pantes', 'antrian', 'minyak', 'langka', 'trus', 'di', 'spbu', '.', 'abis', 'luu', 'pada', 'di', 'sikat', 'abis', 'ma', 'pak', 'purbaya', '.']","[('pantes', 'korupsi', 'trus'), ('korupsi', 'trus', '..'), ('trus', '..', 'habis'), ('..', 'habis', 'bagian'), ('habis', 'bagian', 'yg'), ('bagian', 'yg', 'menanggung'), ('yg', 'menanggung', 'jawab'), ('menanggung', 'jawab', 'bagian'), ('jawab', 'bagian', 'migas'), ('bagian', 'migas', 'ga'), ('migas', 'ga', 'pernah'), ('ga', 'pernah', 'mau'), ('pernah', 'mau', 'bangun'), ('mau', 'bangun', 'kilang'), ('bangun', 'kilang', 'baru'), ('kilang', 'baru', '.'), ('baru', '.', 'pantes'), ('.', 'pantes', 'antrian'), ('pantes', 'antrian', 'minyak'), ('antrian', 'minyak', 'langka'), ('minyak', 'langka', 'trus'), ('langka', 'trus', 'di'), ('trus', 'di', 'spbu'), ('di', 'spbu', '.'), ('spbu', '.', 'abis'), ('.', 'abis', 'luu'), ('abis', 'luu', 'pada'), ('luu', 'pada', 'di'), ('pada', 'di', 'sikat'), ('di', 'sikat', 'abis'), ('sikat', 'abis', 'ma'), ('abis', 'ma', 'pak'), ('ma', 'pak', 'purbaya'), ('pak', 'purbaya', '.')]"
@LumineMiller,Kalau impor kan cair banyak buat para pejabat busuk!,kalau impor kan cair banyak buat para pejabat busuk!,"['kalau', 'impor', 'kan', 'cair', 'banyak', 'buat', 'para', 'pejabat', 'busuk', '!']","[('kalau', 'impor', 'kan'), ('impor', 'kan', 'cair'), ('kan', 'cair', 'banyak'), ('cair', 'banyak', 'buat'), ('banyak', 'buat', 'para'), ('buat', 'para', 'pejabat'), ('para', 'pejabat', 'busuk'), ('pejabat', 'busuk', '!')]"
@myraa1654,Memang bermaksud body shaming khusus untuk kasus anda p esdm:please do judge a book by it's cover!,memang bermaksud body shaming khusus untuk kasus anda p esdm:please do judge a book by it's cover!,"['memang', 'bermaksud', 'body', 'shaming', 'khusus', 'untuk', 'kasus', 'anda', 'p', 'esdm', ':', 'please', 'do', 'judge', 'a', 'book', 'by', 'it', ""'s"", 'cover', '!']","[('memang', 'bermaksud', 'body'), ('bermaksud', 'body', 'shaming'), ('body', 'shaming', 'khusus'), ('shaming', 'khusus', 'untuk'), ('khusus', 'untuk', 'kasus'), ('untuk', 'kasus', 'anda'), ('kasus', 'anda', 'p'), ('anda', 'p', 'esdm'), ('p', 'esdm', ':'), ('esdm', ':', 'please'), (':', 'please', 'do'), ('please', 'do', 'judge'), ('do', 'judge', 'a'), ('judge', 'a', 'book'), ('a', 'book', 'by'), ('book', 'by', 'it'), ('by', 'it', ""'s""), ('it', ""'s"", 'cover'), (""'s"", 'cover', '!')]"
@calonilmuan1294,"Harga BBM Malaysia murah tapi Untung besar 
Harga BBM Indonesia mahal tapi merugi","harga bbm malaysia murah tapi untung besar 
harga bbm indonesia mahal tapi merugi","['harga', 'bbm', 'malaysia', 'murah', 'tapi', 'untung', 'besar', 'harga', 'bbm', 'indonesia', 'mahal', 'tapi', 'merugi']","[('harga', 'bbm', 'malaysia'), ('bbm', 'malaysia', 'murah'), ('malaysia', 'murah', 'tapi'), ('murah', 'tapi', 'untung'), ('tapi', 'untung', 'besar'), ('untung', 'besar', 'harga'), ('besar', 'harga', 'bbm'), ('harga', 'bbm', 'indonesia'), ('bbm', 'indonesia', 'mahal'), ('indonesia', 'mahal', 'tapi'), ('mahal', 'tapi', 'merugi')]"
@hansmusik8963,Dia sibuk ngerjain proyek untuk setoran ke partai kali...,dia sibuk ngerjain proyek untuk setoran ke partai kali...,"['dia', 'sibuk', 'ngerjain', 'proyek', 'untuk', 'setoran', 'ke', 'partai', 'kali', '...']","[('dia', 'sibuk', 'ngerjain'), ('sibuk', 'ngerjain', 'proyek'), ('ngerjain', 'proyek', 'untuk'), ('proyek', 'untuk', 'setoran'), ('untuk', 'setoran', 'ke'), ('setoran', 'ke', 'partai'), ('ke', 'partai', 'kali'), ('partai', 'kali', '...')]"
@yogafarhat8026,"INDONESIA TIDAK BAKALAN MAJU KALAU MASIH DI ISI PENJABAT"" KORUP TIDAK DI TINDAK DENGAN BENAR","indonesia tidak bakalan maju kalau masih di isi penjabat"" korup tidak di tindak dengan benar","['indonesia', 'tidak', 'bakalan', 'maju', 'kalau', 'masih', 'di', 'isi', 'penjabat', ""''"", 'korup', 'tidak', 'di', 'tindak', 'dengan', 'benar']","[('indonesia', 'tidak', 'bakalan'), ('tidak', 'bakalan', 'maju'), ('bakalan', 'maju', 'kalau'), ('maju', 'kalau', 'masih'), ('kalau', 'masih', 'di'), ('masih', 'di', 'isi'), ('di', 'isi', 'penjabat'), ('isi', 'penjabat', ""''""), ('penjabat', ""''"", 'korup'), (""''"", 'korup', 'tidak'), ('korup', 'tidak', 'di'), ('tidak', 'di', 'tindak'), ('di', 'tindak', 'dengan'), ('tindak', 'dengan', 'benar')]"
@hansmusik8963,"Presiden ga neken menterinya, tp Presiden pake Pak Purbaya untuk neken menteri-menteri nya supaya lebih lincah lagi.","presiden ga neken menterinya, tp presiden pake pak purbaya untuk neken menteri-menteri nya supaya lebih lincah lagi.","['presiden', 'ga', 'neken', 'menterinya', ',', 'tp', 'presiden', 'pake', 'pak', 'purbaya', 'untuk', 'neken', 'menteri-menteri', 'nya', 'supaya', 'lebih', 'lincah', 'lagi', '.']","[('presiden', 'ga', 'neken'), ('ga', 'neken', 'menterinya'), ('neken', 'menterinya', ','), ('menterinya', ',', 'tp'), (',', 'tp', 'presiden'), ('tp', 'presiden', 'pake'), ('presiden', 'pake', 'pak'), ('pake', 'pak', 'purbaya'), ('pak', 'purbaya', 'untuk'), ('purbaya', 'untuk', 'neken'), ('untuk', 'neken', 'menteri-menteri'), ('neken', 'menteri-menteri', 'nya'), ('menteri-menteri', 'nya', 'supaya'), ('nya', 'supaya', 'lebih'), ('supaya', 'lebih', 'lincah'), ('lebih', 'lincah', 'lagi'), ('lincah', 'lagi', '.')]"
@bcdefghijklmnoprstuvwxyz,Bukan hanya pak Purbaya yang tidak percaya tapi seluruh rakyat Indonesia lil Bahlil,bukan hanya pak purbaya yang tidak percaya tapi seluruh rakyat indonesia lil bahlil,"['bukan', 'hanya', 'pak', 'purbaya', 'yang', 'tidak', 'percaya', 'tapi', 'seluruh', 'rakyat', 'indonesia', 'lil', 'bahlil']","[('bukan', 'hanya', 'pak'), ('hanya', 'pak', 'purbaya'), ('pak', 'purbaya', 'yang'), ('purbaya', 'yang', 'tidak'), ('yang', 'tidak', 'percaya'), ('tidak', 'percaya', 'tapi'), ('percaya', 'tapi', 'seluruh'), ('tapi', 'seluruh', 'rakyat'), ('seluruh', 'rakyat', 'indonesia'), ('rakyat', 'indonesia', 'lil'), ('indonesia', 'lil', 'bahlil')]"
@silvesterwisnu1865,up up semua harus tau.,up up semua harus tau.,"['up', 'up', 'semua', 'harus', 'tau', '.']","[('up', 'up', 'semua'), ('up', 'semua', 'harus'), ('semua', 'harus', 'tau'), ('harus', 'tau', '.')]"
@fajarfachturrachman2323,Percayalah beliau pak Purbaya pernah di Schlumber. Lah ladahilah? Kan basicnya apa? Ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos🎉,percayalah beliau pak purbaya pernah di schlumber. lah ladahilah? kan basicnya apa? ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos🎉,"['percayalah', 'beliau', 'pak', 'purbaya', 'pernah', 'di', 'schlumber', '.', 'lah', 'ladahilah', '?', 'kan', 'basicnya', 'apa', '?', 'ditambah', 'juga', 'korupsi', 'di', 'lingkungan', 'perusahaan', 'dan', 'oktan', 'di', 'oplos🎉']","[('percayalah', 'beliau', 'pak'), ('beliau', 'pak', 'purbaya'), ('pak', 'purbaya', 'pernah'), ('purbaya', 'pernah', 'di'), ('pernah', 'di', 'schlumber'), ('di', 'schlumber', '.'), ('schlumber', '.', 'lah'), ('.', 'lah', 'ladahilah'), ('lah', 'ladahilah', '?'), ('ladahilah', '?', 'kan'), ('?', 'kan', 'basicnya'), ('kan', 'basicnya', 'apa'), ('basicnya', 'apa', '?'), ('apa', '?', 'ditambah'), ('?', 'ditambah', 'juga'), ('ditambah', 'juga', 'korupsi'), ('juga', 'korupsi', 'di'), ('korupsi', 'di', 'lingkungan'), ('di', 'lingkungan', 'perusahaan'), ('lingkungan', 'perusahaan', 'dan'), ('perusahaan', 'dan', 'oktan'), ('dan', 'oktan', 'di'), ('oktan', 'di', 'oplos🎉')]"
@rizkyalfarezy751,Rakyat lebih percaya Menkeu MURBAYA.,rakyat lebih percaya menkeu murbaya.,"['rakyat', 'lebih', 'percaya', 'menkeu', 'murbaya', '.']","[('rakyat', 'lebih', 'percaya'), ('lebih', 'percaya', 'menkeu'), ('percaya', 'menkeu', 'murbaya'), ('menkeu', 'murbaya', '.')]"
@edipurwanto4898,"Negara besar mimyak aja impor padahal kita minyak banyak,sumberdaya alam kota melimpah,Minyak,timah,emas,batu bara,gula,sawit & lainya 

Masa kalah sama Berunai darusalam","negara besar mimyak aja impor padahal kita minyak banyak,sumberdaya alam kota melimpah,minyak,timah,emas,batu bara,gula,sawit & lainya 

masa kalah sama berunai darusalam","['negara', 'besar', 'mimyak', 'aja', 'impor', 'padahal', 'kita', 'minyak', 'banyak', ',', 'sumberdaya', 'alam', 'kota', 'melimpah', ',', 'minyak', ',', 'timah', ',', 'emas', ',', 'batu', 'bara', ',', 'gula', ',', 'sawit', '&', 'lainya', 'masa', 'kalah', 'sama', 'berunai', 'darusalam']","[('negara', 'besar', 'mimyak'), ('besar', 'mimyak', 'aja'), ('mimyak', 'aja', 'impor'), ('aja', 'impor', 'padahal'), ('impor', 'padahal', 'kita'), ('padahal', 'kita', 'minyak'), ('kita', 'minyak', 'banyak'), ('minyak', 'banyak', ','), ('banyak', ',', 'sumberdaya'), (',', 'sumberdaya', 'alam'), ('sumberdaya', 'alam', 'kota'), ('alam', 'kota', 'melimpah'), ('kota', 'melimpah', ','), ('melimpah', ',', 'minyak'), (',', 'minyak', ','), ('minyak', ',', 'timah'), (',', 'timah', ','), ('timah', ',', 'emas'), (',', 'emas', ','), ('emas', ',', 'batu'), (',', 'batu', 'bara'), ('batu', 'bara', ','), ('bara', ',', 'gula'), (',', 'gula', ','), ('gula', ',', 'sawit'), (',', 'sawit', '&'), ('sawit', '&', 'lainya'), ('&', 'lainya', 'masa'), ('lainya', 'masa', 'kalah'), ('masa', 'kalah', 'sama'), ('kalah', 'sama', 'berunai'), ('sama', 'berunai', 'darusalam')]"
@Antonjore,"Bisnis import, kek yg di Priuk tuh","bisnis import, kek yg di priuk tuh","['bisnis', 'import', ',', 'kek', 'yg', 'di', 'priuk', 'tuh']","[('bisnis', 'import', ','), ('import', ',', 'kek'), (',', 'kek', 'yg'), ('kek', 'yg', 'di'), ('yg', 'di', 'priuk'), ('di', 'priuk', 'tuh')]"
@sumi1910,Kita rakyat dukung pak purbaya supaya bikin kilang baru,kita rakyat dukung pak purbaya supaya bikin kilang baru,"['kita', 'rakyat', 'dukung', 'pak', 'purbaya', 'supaya', 'bikin', 'kilang', 'baru']","[('kita', 'rakyat', 'dukung'), ('rakyat', 'dukung', 'pak'), ('dukung', 'pak', 'purbaya'), ('pak', 'purbaya', 'supaya'), ('purbaya', 'supaya', 'bikin'), ('supaya', 'bikin', 'kilang'), ('bikin', 'kilang', 'baru')]"
@HanyaSebatas-k5s,"Penduduk Indonesia 280 juta jiwa,tidak ada yg lebih pintar seperti Mentri ESDM ya..??","penduduk indonesia 280 juta jiwa,tidak ada yg lebih pintar seperti mentri esdm ya..??","['penduduk', 'indonesia', '280', 'juta', 'jiwa', ',', 'tidak', 'ada', 'yg', 'lebih', 'pintar', 'seperti', 'mentri', 'esdm', 'ya', '..', '?', '?']","[('penduduk', 'indonesia', '280'), ('indonesia', '280', 'juta'), ('280', 'juta', 'jiwa'), ('juta', 'jiwa', ','), ('jiwa', ',', 'tidak'), (',', 'tidak', 'ada'), ('tidak', 'ada', 'yg'), ('ada', 'yg', 'lebih'), ('yg', 'lebih', 'pintar'), ('lebih', 'pintar', 'seperti'), ('pintar', 'seperti', 'mentri'), ('seperti', 'mentri', 'esdm'), ('mentri', 'esdm', 'ya'), ('esdm', 'ya', '..'), ('ya', '..', '?'), ('..', '?', '?')]"
@waginowongso9251,"Pertamina tidak mau bangun kilang minyak krn pembesar2,, mafia2,, penguasa gak bisa korupsi lagi.
Klo import minyak bisa korupsi....","pertamina tidak mau bangun kilang minyak krn pembesar2,, mafia2,, penguasa gak bisa korupsi lagi.
klo import minyak bisa korupsi....","['pertamina', 'tidak', 'mau', 'bangun', 'kilang', 'minyak', 'krn', 'pembesar2', ',', ',', 'mafia2', ',', ',', 'penguasa', 'gak', 'bisa', 'korupsi', 'lagi', '.', 'klo', 'import', 'minyak', 'bisa', 'korupsi', '....']","[('pertamina', 'tidak', 'mau'), ('tidak', 'mau', 'bangun'), ('mau', 'bangun', 'kilang'), ('bangun', 'kilang', 'minyak'), ('kilang', 'minyak', 'krn'), ('minyak', 'krn', 'pembesar2'), ('krn', 'pembesar2', ','), ('pembesar2', ',', ','), (',', ',', 'mafia2'), (',', 'mafia2', ','), ('mafia2', ',', ','), (',', ',', 'penguasa'), (',', 'penguasa', 'gak'), ('penguasa', 'gak', 'bisa'), ('gak', 'bisa', 'korupsi'), ('bisa', 'korupsi', 'lagi'), ('korupsi', 'lagi', '.'), ('lagi', '.', 'klo'), ('.', 'klo', 'import'), ('klo', 'import', 'minyak'), ('import', 'minyak', 'bisa'), ('minyak', 'bisa', 'korupsi'), ('bisa', 'korupsi', '....')]"
@mohamadafrizal8355,"Intinya negara ini banyak mafianya, males sya aslinya liat brita tentang masalah negara, dibahas bahas mulu tapi  pnyelesaian gak ada, kita rakyat gak punya yg gak punya wewenang hanya bisa geram, bgitu bobroknya pejabat2 di negara ini","intinya negara ini banyak mafianya, males sya aslinya liat brita tentang masalah negara, dibahas bahas mulu tapi  pnyelesaian gak ada, kita rakyat gak punya yg gak punya wewenang hanya bisa geram, bgitu bobroknya pejabat2 di negara ini","['intinya', 'negara', 'ini', 'banyak', 'mafianya', ',', 'males', 'sya', 'aslinya', 'liat', 'brita', 'tentang', 'masalah', 'negara', ',', 'dibahas', 'bahas', 'mulu', 'tapi', 'pnyelesaian', 'gak', 'ada', ',', 'kita', 'rakyat', 'gak', 'punya', 'yg', 'gak', 'punya', 'wewenang', 'hanya', 'bisa', 'geram', ',', 'bgitu', 'bobroknya', 'pejabat2', 'di', 'negara', 'ini']","[('intinya', 'negara', 'ini'), ('negara', 'ini', 'banyak'), ('ini', 'banyak', 'mafianya'), ('banyak', 'mafianya', ','), ('mafianya', ',', 'males'), (',', 'males', 'sya'), ('males', 'sya', 'aslinya'), ('sya', 'aslinya', 'liat'), ('aslinya', 'liat', 'brita'), ('liat', 'brita', 'tentang'), ('brita', 'tentang', 'masalah'), ('tentang', 'masalah', 'negara'), ('masalah', 'negara', ','), ('negara', ',', 'dibahas'), (',', 'dibahas', 'bahas'), ('dibahas', 'bahas', 'mulu'), ('bahas', 'mulu', 'tapi'), ('mulu', 'tapi', 'pnyelesaian'), ('tapi', 'pnyelesaian', 'gak'), ('pnyelesaian', 'gak', 'ada'), ('gak', 'ada', ','), ('ada', ',', 'kita'), (',', 'kita', 'rakyat'), ('kita', 'rakyat', 'gak'), ('rakyat', 'gak', 'punya'), ('gak', 'punya', 'yg'), ('punya', 'yg', 'gak'), ('yg', 'gak', 'punya'), ('gak', 'punya', 'wewenang'), ('punya', 'wewenang', 'hanya'), ('wewenang', 'hanya', 'bisa'), ('hanya', 'bisa', 'geram'), ('bisa', 'geram', ','), ('geram', ',', 'bgitu'), (',', 'bgitu', 'bobroknya'), ('bgitu', 'bobroknya', 'pejabat2'), ('bobroknya', 'pejabat2', 'di'), ('pejabat2', 'di', 'negara'), ('di', 'negara', 'ini')]"
@Kasan-Family,"di jawa antri itu minyak bbm. 
udah harganya naik, antri kayak ular pula","di jawa antri itu minyak bbm. 
udah harganya naik, antri kayak ular pula","['di', 'jawa', 'antri', 'itu', 'minyak', 'bbm', '.', 'udah', 'harganya', 'naik', ',', 'antri', 'kayak', 'ular', 'pula']","[('di', 'jawa', 'antri'), ('jawa', 'antri', 'itu'), ('antri', 'itu', 'minyak'), ('itu', 'minyak', 'bbm'), ('minyak', 'bbm', '.'), ('bbm', '.', 'udah'), ('.', 'udah', 'harganya'), ('udah', 'harganya', 'naik'), ('harganya', 'naik', ','), ('naik', ',', 'antri'), (',', 'antri', 'kayak'), ('antri', 'kayak', 'ular'), ('kayak', 'ular', 'pula')]"
@ichsantaka422,Gassfull pak Menkeu...rakyat Indonesia bersama anda pak❤❤,gassfull pak menkeu...rakyat indonesia bersama anda pak❤❤,"['gassfull', 'pak', 'menkeu', '...', 'rakyat', 'indonesia', 'bersama', 'anda', 'pak❤❤']","[('gassfull', 'pak', 'menkeu'), ('pak', 'menkeu', '...'), ('menkeu', '...', 'rakyat'), ('...', 'rakyat', 'indonesia'), ('rakyat', 'indonesia', 'bersama'), ('indonesia', 'bersama', 'anda'), ('bersama', 'anda', 'pak❤❤')]"
@LamYutube,"Perlu di ganti ini, cari orang yang bisa memajukan pertamina, pertamina maju, minyak murah maka sumber energi murah maka rakyat sejahtera.","perlu di ganti ini, cari orang yang bisa memajukan pertamina, pertamina maju, minyak murah maka sumber energi murah maka rakyat sejahtera.","['perlu', 'di', 'ganti', 'ini', ',', 'cari', 'orang', 'yang', 'bisa', 'memajukan', 'pertamina', ',', 'pertamina', 'maju', ',', 'minyak', 'murah', 'maka', 'sumber', 'energi', 'murah', 'maka', 'rakyat', 'sejahtera', '.']","[('perlu', 'di', 'ganti'), ('di', 'ganti', 'ini'), ('ganti', 'ini', ','), ('ini', ',', 'cari'), (',', 'cari', 'orang'), ('cari', 'orang', 'yang'), ('orang', 'yang', 'bisa'), ('yang', 'bisa', 'memajukan'), ('bisa', 'memajukan', 'pertamina'), ('memajukan', 'pertamina', ','), ('pertamina', ',', 'pertamina'), (',', 'pertamina', 'maju'), ('pertamina', 'maju', ','), ('maju', ',', 'minyak'), (',', 'minyak', 'murah'), ('minyak', 'murah', 'maka'), ('murah', 'maka', 'sumber'), ('maka', 'sumber', 'energi'), ('sumber', 'energi', 'murah'), ('energi', 'murah', 'maka'), ('murah', 'maka', 'rakyat'), ('maka', 'rakyat', 'sejahtera'), ('rakyat', 'sejahtera', '.')]"
@MbahGayeng,"Nunggu yg kemaren komen ""OMON OMON""","nunggu yg kemaren komen ""omon omon""","['nunggu', 'yg', 'kemaren', 'komen', '``', 'omon', 'omon', ""''""]","[('nunggu', 'yg', 'kemaren'), ('yg', 'kemaren', 'komen'), ('kemaren', 'komen', '``'), ('komen', '``', 'omon'), ('``', 'omon', 'omon'), ('omon', 'omon', ""''"")]"
@ReturnStr,"yang satu lulusan itb, yang satunya lulusan kampus yang di google pun tidak ada. silahkan dipilih mana yang lebih bisa dipercaya","yang satu lulusan itb, yang satunya lulusan kampus yang di google pun tidak ada. silahkan dipilih mana yang lebih bisa dipercaya","['yang', 'satu', 'lulusan', 'itb', ',', 'yang', 'satunya', 'lulusan', 'kampus', 'yang', 'di', 'google', 'pun', 'tidak', 'ada', '.', 'silahkan', 'dipilih', 'mana', 'yang', 'lebih', 'bisa', 'dipercaya']","[('yang', 'satu', 'lulusan'), ('satu', 'lulusan', 'itb'), ('lulusan', 'itb', ','), ('itb', ',', 'yang'), (',', 'yang', 'satunya'), ('yang', 'satunya', 'lulusan'), ('satunya', 'lulusan', 'kampus'), ('lulusan', 'kampus', 'yang'), ('kampus', 'yang', 'di'), ('yang', 'di', 'google'), ('di', 'google', 'pun'), ('google', 'pun', 'tidak'), ('pun', 'tidak', 'ada'), ('tidak', 'ada', '.'), ('ada', '.', 'silahkan'), ('.', 'silahkan', 'dipilih'), ('silahkan', 'dipilih', 'mana'), ('dipilih', 'mana', 'yang'), ('mana', 'yang', 'lebih'), ('yang', 'lebih', 'bisa'), ('lebih', 'bisa', 'dipercaya')]"
@omarkiastore3933,Lebih percays ke pak Purbaya daripada bahlul😂,lebih percays ke pak purbaya daripada bahlul😂,"['lebih', 'percays', 'ke', 'pak', 'purbaya', 'daripada', 'bahlul😂']","[('lebih', 'percays', 'ke'), ('percays', 'ke', 'pak'), ('ke', 'pak', 'purbaya'), ('pak', 'purbaya', 'daripada'), ('purbaya', 'daripada', 'bahlul😂')]"
@mukhrodinmukhrodin377,"Astagfirrullah.....
Satu persatu omongan almarhum Pak Rizal Ramli benar.","astagfirrullah.....
satu persatu omongan almarhum pak rizal ramli benar.","['astagfirrullah', '.....', 'satu', 'persatu', 'omongan', 'almarhum', 'pak', 'rizal', 'ramli', 'benar', '.']","[('astagfirrullah', '.....', 'satu'), ('.....', 'satu', 'persatu'), ('satu', 'persatu', 'omongan'), ('persatu', 'omongan', 'almarhum'), ('omongan', 'almarhum', 'pak'), ('almarhum', 'pak', 'rizal'), ('pak', 'rizal', 'ramli'), ('rizal', 'ramli', 'benar'), ('ramli', 'benar', '.')]"
