author,comment,clean_comment,tokens,filtered_comment
@naturesglamping,"memang gitu niat mereka kak parcok ( partai coklat polisi, urusan tambang, kalau oligarki buat korek SDM Indonesia biar keluarga mereka dan Jokowi yg menikmati)",memang gitu niat mereka kak parcok  partai coklat polisi urusan tambang kalau oligarki buat korek sdm indonesia biar keluarga mereka dan jokowi yg menikmati,"['memang', 'gitu', 'niat', 'mereka', 'kak', 'parcok', 'partai', 'coklat', 'polisi', 'urusan', 'tambang', 'kalau', 'oligarki', 'buat', 'korek', 'sdm', 'indonesia', 'biar', 'keluarga', 'mereka', 'dan', 'jokowi', 'yg', 'menikmati']",gitu niat kak parcok partai coklat polisi urusan tambang oligarki korek sdm indonesia biar keluarga jokowi yg menikmati
@naturesglamping,​ @cefi8773 kalau ada berita kau baca jangan kau skip😅,kalau ada berita kau baca jangan kau skip,"['kalau', 'ada', 'berita', 'kau', 'baca', 'jangan', 'kau', 'skip']",berita kau baca kau skip
@steviepramudita9239,"over capacity dan over supply beda, semoga bisa di pahami",over capacity dan over supply beda semoga bisa di pahami,"['over', 'capacity', 'dan', 'over', 'supply', 'beda', 'semoga', 'bisa', 'di', 'pahami']",over capacity over supply beda semoga pahami
@sammidul4080,Mafia migas cok,mafia migas cok,"['mafia', 'migas', 'cok']",mafia migas cok
@engkiyahya4364,Import lebih basah,import lebih basah,"['import', 'lebih', 'basah']",import basah
@XHanyakomen,"iya itu,,  pecat pejabat pertamina.",iya itu  pecat pejabat pertamina,"['iya', 'itu', 'pecat', 'pejabat', 'pertamina']",iya pecat pejabat pertamina
@antonsuryajaya9066,"mafioso nya bukan asing..

Tetep Lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh","mafioso nya bukan asing

tetep lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh","['mafioso', 'nya', 'bukan', 'asing', 'tetep', 'lokal', 'juga', 'tapi', 'bikin', 'perusahaan', 'di', 'singapura', 'biar', 'ga', 'mudah', 'disentuh']",mafioso nya asing tetep lokal bikin perusahaan singapura biar ga mudah disentuh
@jayzgaban3697,BBM era SBY gak pake etanol bang ?,bbm era sby gak pake etanol bang,"['bbm', 'era', 'sby', 'gak', 'pake', 'etanol', 'bang']",bbm era sby gak pake etanol bang
@EgiSujono,Pertamuna isinya 🐁🐁🐁🐁,pertamuna isinya,"['pertamuna', 'isinya']",pertamuna isinya
@nugrohodwi5091,Bukan lagi tersembunyi tp jelas d depan mata,bukan lagi tersembunyi tp jelas d depan mata,"['bukan', 'lagi', 'tersembunyi', 'tp', 'jelas', 'd', 'depan', 'mata']",tersembunyi tp d mata
@srilisyanti75,Pecaaaat,pecaaaat,['pecaaaat'],pecaaaat
@adipatisetyo9161,​ @srilisyanti75 kalo pecat aga berat. dia ketum golkar. cukup gede kursi golkar di DPR. akan mengganggu stabilitas politik istana pastinya,kalo pecat aga berat dia ketum golkar cukup gede kursi golkar di dpr akan mengganggu stabilitas politik istana pastinya,"['kalo', 'pecat', 'aga', 'berat', 'dia', 'ketum', 'golkar', 'cukup', 'gede', 'kursi', 'golkar', 'di', 'dpr', 'akan', 'mengganggu', 'stabilitas', 'politik', 'istana', 'pastinya']",kalo pecat aga berat ketum golkar gede kursi golkar dpr mengganggu stabilitas politik istana pastinya
@IdaSaidah-ji6ys,Wowo gak berani Krn bisa merugikan Wiwi,wowo gak berani krn bisa merugikan wiwi,"['wowo', 'gak', 'berani', 'krn', 'bisa', 'merugikan', 'wiwi']",wowo gak berani krn merugikan wiwi
@klabau,😂😂😂😂😂😂,nan,[],nan
@chairulaziz8114,Smegol,smegol,['smegol'],smegol
@mawarhitam2605,Yg di Sorong Papua Barat sudah 5 th lebih belum ada satupun yg jadi .pdhl yg bekerja HK,yg di sorong papua barat sudah  th lebih belum ada satupun yg jadi pdhl yg bekerja hk,"['yg', 'di', 'sorong', 'papua', 'barat', 'sudah', 'th', 'lebih', 'belum', 'ada', 'satupun', 'yg', 'jadi', 'pdhl', 'yg', 'bekerja', 'hk']",yg sorong papua barat th satupun yg pdhl yg hk
@OneHeart-pi9qs,Orang klo kepalanya kecil identik dengan licik😂,orang klo kepalanya kecil identik dengan licik,"['orang', 'klo', 'kepalanya', 'kecil', 'identik', 'dengan', 'licik']",orang klo kepalanya identik licik
@MAFIA.PENTIL,Mafia hrs diperiksa😂,mafia hrs diperiksa,"['mafia', 'hrs', 'diperiksa']",mafia hrs diperiksa
@steviepramudita9239,"sekedar meluruskan aja, disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal 1 kilang ideal nya bisa produksi minyak 1000 liter perhari, namun kilang ini dipaksa untuk produksi lebih dari itu, misal 1100 liter perhari.

sedangkan over supply itu misal kebutuhan minyak harian di indonesia 900 liter, namun dari pertamina produksi 1000 liter per hari.

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang (over capacity) nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di Indonesia, makanya dilakukan impor minyak.

dan yang menjadi pertanyaan dan permasalahan Menkeu itu, kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di Indonesia namun tidak mau membuat kilang baru dan lebih memilih impor.","sekedar meluruskan aja disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal  kilang ideal nya bisa produksi minyak  liter perhari namun kilang ini dipaksa untuk produksi lebih dari itu misal  liter perhari

sedangkan over supply itu misal kebutuhan minyak harian di indonesia  liter namun dari pertamina produksi  liter per hari

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang over capacity nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di indonesia makanya dilakukan impor minyak

dan yang menjadi pertanyaan dan permasalahan menkeu itu kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di indonesia namun tidak mau membuat kilang baru dan lebih memilih impor","['sekedar', 'meluruskan', 'aja', 'disini', 'banyak', 'yang', 'salah', 'persepsi', 'over', 'capacity', 'dengan', 'over', 'supply', 'itu', 'berbeda', 'over', 'capacity', 'itu', 'dari', 'kapasitas', 'yang', 'ada', 'misal', 'kilang', 'ideal', 'nya', 'bisa', 'produksi', 'minyak', 'liter', 'perhari', 'namun', 'kilang', 'ini', 'dipaksa', 'untuk', 'produksi', 'lebih', 'dari', 'itu', 'misal', 'liter', 'perhari', 'sedangkan', 'over', 'supply', 'itu', 'misal', 'kebutuhan', 'minyak', 'harian', 'di', 'indonesia', 'liter', 'namun', 'dari', 'pertamina', 'produksi', 'liter', 'per', 'hari', 'yang', 'jadi', 'masalah', 'adalah', 'dengan', 'kilang', 'kilang', 'yang', 'sudah', 'ada', 'dan', 'sudah', 'melakukan', 'produksi', 'lebih', 'dari', 'kapasitas', 'kilang', 'over', 'capacity', 'nya', 'ini', 'tidak', 'mampu', 'untuk', 'memenuhi', 'kebutuhan', 'penggunaan', 'minyak', 'di', 'indonesia', 'makanya', 'dilakukan', 'impor', 'minyak', 'dan', 'yang', 'menjadi', 'pertanyaan', 'dan', 'permasalahan', 'menkeu', 'itu', 'kenapa', 'sudah', 'tau', 'kilang', 'kilang', 'yang', 'ada', 'ini', 'tidak', 'mampu', 'memenuhi', 'kebutuhan', 'di', 'indonesia', 'namun', 'tidak', 'mau', 'membuat', 'kilang', 'baru', 'dan', 'lebih', 'memilih', 'impor']",sekedar meluruskan aja salah persepsi over capacity over supply berbeda over capacity kapasitas kilang ideal nya produksi minyak liter perhari kilang dipaksa produksi liter perhari over supply kebutuhan minyak harian indonesia liter pertamina produksi liter kilang kilang produksi kapasitas kilang over capacity nya memenuhi kebutuhan penggunaan minyak indonesia impor minyak permasalahan menkeu tau kilang kilang memenuhi kebutuhan indonesia kilang memilih impor
@IsnaPhone-j3b,"Para pemangku jabatan, KLO yg di hatinya,sifat korupsi,",para pemangku jabatan klo yg di hatinyasifat korupsi,"['para', 'pemangku', 'jabatan', 'klo', 'yg', 'di', 'hatinyasifat', 'korupsi']",pemangku jabatan klo yg hatinyasifat korupsi
@nanihastuti7258,"Semangat pak menkeuu, menyala terus rakyat mendukungmu❤❤❤",semangat pak menkeuu menyala terus rakyat mendukungmu,"['semangat', 'pak', 'menkeuu', 'menyala', 'terus', 'rakyat', 'mendukungmu']",semangat menkeuu menyala rakyat mendukungmu
@Refkymahaputra.,"Ya,disana memang logikanya,sejak dari duri hingga kini,ya kita harus banyak maklum,",yadisana memang logikanyasejak dari duri hingga kiniya kita harus banyak maklum,"['yadisana', 'memang', 'logikanyasejak', 'dari', 'duri', 'hingga', 'kiniya', 'kita', 'harus', 'banyak', 'maklum']",yadisana logikanyasejak duri kiniya maklum
@dungwalichannel7202,"Mana yg lebih berpeluang korupsi,itu lah yg paling menguntungkan,,,
Itu lah yg ada dalam otak anggota DPR dan menteri"" yg katanya terhormat,,,","mana yg lebih berpeluang korupsiitu lah yg paling menguntungkan
itu lah yg ada dalam otak anggota dpr dan menteri yg katanya terhormat","['mana', 'yg', 'lebih', 'berpeluang', 'korupsiitu', 'lah', 'yg', 'paling', 'menguntungkan', 'itu', 'lah', 'yg', 'ada', 'dalam', 'otak', 'anggota', 'dpr', 'dan', 'menteri', 'yg', 'katanya', 'terhormat']",yg berpeluang korupsiitu yg menguntungkan yg otak anggota dpr menteri yg terhormat
@Adangdarusalamchannel,"Mendingan buat sendiri, itu kilang minyak.indonesia SDM nya banyak, gunakan SDM yang ada",mendingan buat sendiri itu kilang minyakindonesia sdm nya banyak gunakan sdm yang ada,"['mendingan', 'buat', 'sendiri', 'itu', 'kilang', 'minyakindonesia', 'sdm', 'nya', 'banyak', 'gunakan', 'sdm', 'yang', 'ada']",mendingan kilang minyakindonesia sdm nya sdm
@arumgondangmanis4580,"Makanya Bangun Kilang Minyak Yang Banyak.
Jangan Impor Melulu.
Enak Importir Dapat Fee Kalau Impor Terus.","makanya bangun kilang minyak yang banyak
jangan impor melulu
enak importir dapat fee kalau impor terus","['makanya', 'bangun', 'kilang', 'minyak', 'yang', 'banyak', 'jangan', 'impor', 'melulu', 'enak', 'importir', 'dapat', 'fee', 'kalau', 'impor', 'terus']",bangun kilang minyak impor melulu enak importir fee impor
@nanangfachrurazi8726,"Omongan Bahlil tukang minum anggur di percaya,,,,,😂😂😂😂😂😂",omongan bahlil tukang minum anggur di percaya,"['omongan', 'bahlil', 'tukang', 'minum', 'anggur', 'di', 'percaya']",omongan bahlil tukang minum anggur percaya
@hairudin5621,Kpk wajib audit Bahlil,kpk wajib audit bahlil,"['kpk', 'wajib', 'audit', 'bahlil']",kpk wajib audit bahlil
@agusdediferisanto-fu8cu,Maju terus pak Purbaya 👍👍,maju terus pak purbaya,"['maju', 'terus', 'pak', 'purbaya']",maju purbaya
@AntiKorupsi89,"Bahlil termul yg juga jadi maling uang rakyat.
Cari rumah Bahlil utk di Nepal kan.","bahlil termul yg juga jadi maling uang rakyat
cari rumah bahlil utk di nepal kan","['bahlil', 'termul', 'yg', 'juga', 'jadi', 'maling', 'uang', 'rakyat', 'cari', 'rumah', 'bahlil', 'utk', 'di', 'nepal', 'kan']",bahlil termul yg maling uang rakyat cari rumah bahlil utk nepal
@sengklek2023,Hahhaaaaaa yg mana overnya boss….. kalo over ga perlu import….yg perlu itu bangun kilang yg banyak biar ga import….,hahhaaaaaa yg mana overnya boss kalo over ga perlu importyg perlu itu bangun kilang yg banyak biar ga import,"['hahhaaaaaa', 'yg', 'mana', 'overnya', 'boss', 'kalo', 'over', 'ga', 'perlu', 'importyg', 'perlu', 'itu', 'bangun', 'kilang', 'yg', 'banyak', 'biar', 'ga', 'import']",hahhaaaaaa yg overnya boss kalo over ga importyg bangun kilang yg biar ga import
@BonggaTabahawa,"Pak menkeu..., lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org- org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo. Masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar- besaran oleh pihak- pihak tertentu dan pak menkeu tahu persis soal ini.  Pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor BBM ini. Jgn takut pak menkeu, rakyat dan bangsa Indonesia siap mengawal kalau ada pihak-pihak yg  meradang dgn kebijakan tersebut....",pak menkeu lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar besaran oleh pihak pihak tertentu dan pak menkeu tahu persis soal ini  pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor bbm ini jgn takut pak menkeu rakyat dan bangsa indonesia siap mengawal kalau ada pihakpihak yg  meradang dgn kebijakan tersebut,"['pak', 'menkeu', 'lapor', 'saja', 'ke', 'presiden', 'biar', 'tentara', 'yg', 'di', 'kerahkan', 'utk', 'membangunnya', 'dan', 'org', 'org', 'pertamina', 'di', 'pecat', 'saja', 'diganti', 'dgn', 'org', 'yg', 'loyal', 'kpd', 'presiden', 'prabowo', 'masyarakat', 'sdh', 'pada', 'tahu', 'bhw', 'pertamina', 'adalah', 'ladang', 'korupsi', 'besar', 'besaran', 'oleh', 'pihak', 'pihak', 'tertentu', 'dan', 'pak', 'menkeu', 'tahu', 'persis', 'soal', 'ini', 'pak', 'menkeu', 'umumkan', 'saja', 'siapa', 'saja', 'yg', 'mendapat', 'keuntungan', 'dr', 'kebijakan', 'impor', 'bbm', 'ini', 'jgn', 'takut', 'pak', 'menkeu', 'rakyat', 'dan', 'bangsa', 'indonesia', 'siap', 'mengawal', 'kalau', 'ada', 'pihakpihak', 'yg', 'meradang', 'dgn', 'kebijakan', 'tersebut']",menkeu lapor presiden biar tentara yg kerahkan utk membangunnya org org pertamina pecat diganti dgn org yg loyal kpd presiden prabowo masyarakat sdh bhw pertamina ladang korupsi besaran menkeu persis menkeu umumkan yg keuntungan dr kebijakan impor bbm jgn takut menkeu rakyat bangsa indonesia mengawal pihakpihak yg meradang dgn kebijakan
@Eco_comp,Pecat bahlil segera !!!,pecat bahlil segera,"['pecat', 'bahlil', 'segera']",pecat bahlil
@andraprayoga8561,"bangun kilang tdk memenuhi target katanya,tapi itu kan jadi milik kita,setahun bangun kilang 1,5thn kan dah 5 kilang",bangun kilang tdk memenuhi target katanyatapi itu kan jadi milik kitasetahun bangun kilang thn kan dah  kilang,"['bangun', 'kilang', 'tdk', 'memenuhi', 'target', 'katanyatapi', 'itu', 'kan', 'jadi', 'milik', 'kitasetahun', 'bangun', 'kilang', 'thn', 'kan', 'dah', 'kilang']",bangun kilang tdk memenuhi target katanyatapi milik kitasetahun bangun kilang thn dah kilang
@hendrajay8945,Percaya pak purbaya,percaya pak purbaya,"['percaya', 'pak', 'purbaya']",percaya purbaya
@pemudarevolusioner2257,Kalau bapak menteri keuangan terlalu jujur seperti nya nasib nya bakalan kayak Bu susi atau pak Ignatius Jonan 😢😢,kalau bapak menteri keuangan terlalu jujur seperti nya nasib nya bakalan kayak bu susi atau pak ignatius jonan,"['kalau', 'bapak', 'menteri', 'keuangan', 'terlalu', 'jujur', 'seperti', 'nya', 'nasib', 'nya', 'bakalan', 'kayak', 'bu', 'susi', 'atau', 'pak', 'ignatius', 'jonan']",menteri keuangan jujur nya nasib nya kayak bu susi ignatius jonan
@justinbibirreal,😂 hihihi....,hihihi,['hihihi'],hihihi
@tribroto6495,Wkwkkwkwkwk,wkwkkwkwkwk,['wkwkkwkwkwk'],wkwkkwkwkwk
@arbonk662,Goblin minyak,goblin minyak,"['goblin', 'minyak']",goblin minyak
@jemiariyanto1666,"Lah di pikir yg bikin kilang di indo tuh orang asing semua, padahal ya SDM indo jg.

Yg jdi masalah mau atau gk bangun kilang","lah di pikir yg bikin kilang di indo tuh orang asing semua padahal ya sdm indo jg

yg jdi masalah mau atau gk bangun kilang","['lah', 'di', 'pikir', 'yg', 'bikin', 'kilang', 'di', 'indo', 'tuh', 'orang', 'asing', 'semua', 'padahal', 'ya', 'sdm', 'indo', 'jg', 'yg', 'jdi', 'masalah', 'mau', 'atau', 'gk', 'bangun', 'kilang']",pikir yg bikin kilang indo tuh orang asing ya sdm indo jg yg jdi gk bangun kilang
@dwisatrio7921,Wkwkwk ente cerdasbos haa,wkwkwk ente cerdasbos haa,"['wkwkwk', 'ente', 'cerdasbos', 'haa']",wkwkwk ente cerdasbos haa
@dikafirmansyah6779,Mungkin stok Hibiki dia mulai menipis.,mungkin stok hibiki dia mulai menipis,"['mungkin', 'stok', 'hibiki', 'dia', 'mulai', 'menipis']",stok hibiki menipis
@iyhulmonsta,"smeagol itu penuh tipudaya, punya kepribadian ganda.",smeagol itu penuh tipudaya punya kepribadian ganda,"['smeagol', 'itu', 'penuh', 'tipudaya', 'punya', 'kepribadian', 'ganda']",smeagol penuh tipudaya kepribadian ganda
@rahmatsetiawan5388,"Kebalik, yang kpk nanti di audit sama bahlil",kebalik yang kpk nanti di audit sama bahlil,"['kebalik', 'yang', 'kpk', 'nanti', 'di', 'audit', 'sama', 'bahlil']",kebalik kpk audit bahlil
@iffasilviatulazizah8716,WAOOOO pemberani nich pak mentri....selamat berjuang untuk rakyat pak.semoga selalu dalam lindungan-Nya Aamiin,waoooo pemberani nich pak mentriselamat berjuang untuk rakyat paksemoga selalu dalam lindungannya aamiin,"['waoooo', 'pemberani', 'nich', 'pak', 'mentriselamat', 'berjuang', 'untuk', 'rakyat', 'paksemoga', 'selalu', 'dalam', 'lindungannya', 'aamiin']",waoooo pemberani nich mentriselamat berjuang rakyat paksemoga lindungannya aamiin
@AnakJalanan909,"Tadi Nyobain  Beli Pertalite Ternyata Disubsidi Gak Sampai 1.000/Liter...

Jatohnya Tanpa Subsidi Pertalite Sekitar 11.000/Liter...

Biasanya Pake Shell, Vivo, BP Langsung Nyobain Pertalite Langsung Beda Tarikan Motor Gue😂

Padahal Udah Bener Gue Pindah Jadi Warga Non Subsidi Malah Sering Kosong Stok Mereka SPBU Swasta, Balik Lagi Deh Nanti Ke Pertamax, Pertamaxpun Lebih Cepet abis Dibanding Bensin Swasta😂","tadi nyobain  beli pertalite ternyata disubsidi gak sampai liter

jatohnya tanpa subsidi pertalite sekitar liter

biasanya pake shell vivo bp langsung nyobain pertalite langsung beda tarikan motor gue

padahal udah bener gue pindah jadi warga non subsidi malah sering kosong stok mereka spbu swasta balik lagi deh nanti ke pertamax pertamaxpun lebih cepet abis dibanding bensin swasta","['tadi', 'nyobain', 'beli', 'pertalite', 'ternyata', 'disubsidi', 'gak', 'sampai', 'liter', 'jatohnya', 'tanpa', 'subsidi', 'pertalite', 'sekitar', 'liter', 'biasanya', 'pake', 'shell', 'vivo', 'bp', 'langsung', 'nyobain', 'pertalite', 'langsung', 'beda', 'tarikan', 'motor', 'gue', 'padahal', 'udah', 'bener', 'gue', 'pindah', 'jadi', 'warga', 'non', 'subsidi', 'malah', 'sering', 'kosong', 'stok', 'mereka', 'spbu', 'swasta', 'balik', 'lagi', 'deh', 'nanti', 'ke', 'pertamax', 'pertamaxpun', 'lebih', 'cepet', 'abis', 'dibanding', 'bensin', 'swasta']",nyobain beli pertalite disubsidi gak liter jatohnya subsidi pertalite liter pake shell vivo bp langsung nyobain pertalite langsung beda tarikan motor gue udah bener gue pindah warga non subsidi kosong stok spbu swasta deh pertamax pertamaxpun cepet abis dibanding bensin swasta
@leeeungun209,Bahlil si raja tuyul omongam lu ngawur.over kok impor 🤣,bahlil si raja tuyul omongam lu ngawurover kok impor,"['bahlil', 'si', 'raja', 'tuyul', 'omongam', 'lu', 'ngawurover', 'kok', 'impor']",bahlil si raja tuyul omongam lu ngawurover impor
@arbihermawan8470,"bahlil ki nyata2 melawan rakyat, tp ga ada yg berani menindak wkwk memang hebat betul orang ini..",bahlil ki nyata melawan rakyat tp ga ada yg berani menindak wkwk memang hebat betul orang ini,"['bahlil', 'ki', 'nyata', 'melawan', 'rakyat', 'tp', 'ga', 'ada', 'yg', 'berani', 'menindak', 'wkwk', 'memang', 'hebat', 'betul', 'orang', 'ini']",bahlil ki nyata melawan rakyat tp ga yg berani menindak wkwk hebat orang
@rumadirumadipcp8319,"Tampangnya bahlul kan seperti tuyul,,,,, tuyul kan doyan banget ame duwet,,,, hati2 pk presiden,,,,,,!!!",tampangnya bahlul kan seperti tuyul tuyul kan doyan banget ame duwet hati pk presiden,"['tampangnya', 'bahlul', 'kan', 'seperti', 'tuyul', 'tuyul', 'kan', 'doyan', 'banget', 'ame', 'duwet', 'hati', 'pk', 'presiden']",tampangnya bahlul tuyul tuyul doyan banget ame duwet hati pk presiden
@HalusiFubian-rp4ox,Ganti semua petigginya dan cari org yg msh punya hati dan mau rakyat bahagia.,ganti semua petigginya dan cari org yg msh punya hati dan mau rakyat bahagia,"['ganti', 'semua', 'petigginya', 'dan', 'cari', 'org', 'yg', 'msh', 'punya', 'hati', 'dan', 'mau', 'rakyat', 'bahagia']",ganti petigginya cari org yg msh hati rakyat bahagia
